% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[402.0482 - 411.2600],Ses05M_script02_2_F034,hap,"[4.0000, 2.3333, 2.0000]","['yes', 'notice', 'look', 'really', 'beautiful', 'water', 'big', 'old', 'white', 'moon']"
[416.1773 - 418.4300],Ses05M_script02_2_F035,xxx,"[4.3333, 3.0000, 2.6667]","['augie', 'brought', 'refreshments']"
[419.2800 - 421.9500],Ses05M_script02_2_F036,xxx,"[4.0000, 3.0000, 2.3333]","['well', 'need', 'glasses']"
[428.3000 - 441.7800],Ses05M_script02_2_F037,hap,"[3.6667, 2.6667, 2.3333]","['beginning', 'think', 'might', 'right', 'think', 'might', 'spot', 'augie', 'sorry']"
[448.6800 - 450.6900],Ses05M_script02_2_F038,hap,"[3.6667, 2.6667, 2.3333]",[]
[4.1500 - 8.3200],Ses05M_script02_2_M000,exc,"[4.0000, 3.0000, 2.6667]","['well', 'think']"
[9.2900 - 11.5200],Ses05M_script02_2_M001,exc,"[3.3333, 3.6667, 2.3333]",['saying']
[12.6300 - 17.9200],Ses05M_script02_2_M002,fru,"[2.6667, 3.6667, 3.0000]","['certainly', 'slightly', 'exaggerated', 'scientific', 'fact']"
[22.9600 - 25.4500],Ses05M_script02_2_M003,xxx,"[3.0000, 3.3333, 3.0000]","['one', 'look', 'people']"
[36.3400 - 38.5400],Ses05M_script02_2_M004,xxx,"[3.0000, 2.3333, 2.0000]","['talking', 'thing']"
[41.6000 - 50.7100],Ses05M_script02_2_M005,neu,"[3.0000, 3.0000, 2.0000]","['uh', 'carla', 'ask', 'question', 'get', 'upset', 'period']"
[56.0900 - 58.1900],Ses05M_script02_2_M006,fru,"[2.3333, 3.3333, 2.6667]",['bugging']
[61.5600 - 71.6400],Ses05M_script02_2_M007,fru,"[2.6667, 4.0000, 3.3333]","['complicated', 'come', 'grunions', 'arrive', 'little', 'fish', 'thing', 'say', 'ooh', 'awe', 'look', 'little', 'fish', 'go', 'home', 'go', 'home']"
[75.7300 - 77.2100],Ses05M_script02_2_M008,xxx,"[2.0000, 3.3333, 2.3333]",[]
[79.7700 - 82.9200],Ses05M_script02_2_M009,fru,"[2.0000, 3.0000, 3.0000]","['missed', 'twice', 'hardly', 'ever']"
[84.1500 - 85.9900],Ses05M_script02_2_M010,xxx,"[3.0000, 3.0000, 3.0000]","['well', 'see', 'year']"
[101.7300 - 105.6300],Ses05M_script02_2_M011,fru,"[1.6667, 3.3333, 3.3333]","['okey', 'fish', 'nothing', 'get', 'traumatized']"
[106.5200 - 109.0000],Ses05M_script02_2_M012,fru,"[2.0000, 3.6667, 3.0000]",['course']
[121.2400 - 130.2900],Ses05M_script02_2_M013,fru,"[2.6667, 3.0000, 2.3333]","['trying', 'work', 'backwards', 'seem', 'pinpoint', 'time', 'everything', 'went', 'wrong', 'okay']"
[130.3158 - 152.0600],Ses05M_script02_2_M014,fru,"[3.0000, 3.3333, 2.3333]","['fine', 'phone', 'call', 'marge', 'eating', 'dinner', 'fine', 'talking', 'uh', 'washing', 'dishes', 'problem', 'right', 'taking', 'shower', 'watching', 'tv', 'news', 'say', 'grunions', 'running', 'tonight', 'say', 'great', 'let', 'go', 'feeling', 'lucky', 'right', 'putting', 'coat', 'putting', 'animals', 'pulling', 'car', 'garage']"
[194.6400 - 198.9500],Ses05M_script02_2_M015,xxx,"[4.0000, 3.0000, 2.3333]","['wait', 'minute', 'got']"
[206.4500 - 217.6200],Ses05M_script02_2_M016,neu,"[3.3333, 4.0000, 3.0000]","['car', 'right', 'passing', 'knickerbocker', 'liquor', 'locker', 'said', 'let', 'stop', 'get', 'champagne', 'said', 'times', 'wasting', 'something', 'like', 'right', 'wanted', 'like', 'right']"
[222.5000 - 230.0600],Ses05M_script02_2_M017,xxx,"[3.3333, 3.6667, 2.6667]","['okay', 'right', 'problem', 'totally', 'understand', 'okey', 'um', 'listen', 'want', 'dance']"
[231.5100 - 233.8500],Ses05M_script02_2_M018,xxx,"[3.3333, 3.0000, 2.3333]","['want', 'go', 'get', 'champagne']"
[234.5700 - 236.1800],Ses05M_script02_2_M019,xxx,"[3.3333, 3.3333, 2.3333]","['take', 'shoes']"
[236.4400 - 239.7700],Ses05M_script02_2_M020,fru,"[3.3333, 3.3333, 2.3333]","['want', 'blow', 'ear']"
[240.7000 - 246.8100],Ses05M_script02_2_M021,fru,"[2.3333, 3.0000, 3.0000]","['want', 'get', 'married', 'want', 'divorce']"
[246.9500 - 248.1200],Ses05M_script02_2_M022,fru,"[2.6667, 3.3333, 3.0000]",['vacation']
[248.8600 - 254.5800],Ses05M_script02_2_M023,fru,"[1.6667, 4.0000, 3.6667]","['poodle', 'backrub', 'spa', 'suicide', 'pack', 'carla', 'hell', 'want']"
[256.4200 - 270.4100],Ses05M_script02_2_M024,ang,"[2.0000, 4.3333, 3.3333]","['well', 'welcome', 'human', 'race', 'think', 'planned', 'think', 'proposed', 'great', 'fantasy', 'going', 'four', 'years', 'road', 'would', 'end', 'arguing', 'beach', 'fish']"
[270.4270 - 297.2000],Ses05M_script02_2_M025,ang,"[2.0000, 4.3333, 3.3333]","['think', 'thought', 'would', 'times', 'would', 'look', 'like', 'used', 'kleenex', 'would', 'look', 'think', 'good', 'god', 'next', 'flight', 'alaska', 'like', 'thought', 'would', 'like', 'peaches', 'roses', 'sand', 'toes', 'wind', 'hair', 'fish', 'would', 'always', 'come', 'bills', 'would', 'magically', 'pay', 'three', 'fat', 'rosy', 'kids', 'ha', 'ha', 'baby', 'jokes', 'us']"
[297.2600 - 302.6900],Ses05M_script02_2_M026,ang,"[1.6667, 3.6667, 4.3333]","['know', 'get', 'carla', 'know', 'get']"
[305.9800 - 307.3100],Ses05M_script02_2_M027,xxx,"[2.6667, 3.3333, 3.0000]",['yes']
[312.0300 - 313.7020],Ses05M_script02_2_M028,fru,"[2.6667, 3.0000, 2.6667]",['right']
[318.3400 - 321.9900],Ses05M_script02_2_M029,sad,"[2.6667, 2.0000, 2.0000]","['know', 'either']"
[331.7400 - 334.0400],Ses05M_script02_2_M030,sad,"[2.3333, 2.0000, 2.0000]","['trying', 'best']"
[353.3600 - 356.9900],Ses05M_script02_2_M031,sad,"[2.3333, 2.0000, 2.0000]","['maybe', 'somebody', 'else']"
[358.0900 - 362.3500],Ses05M_script02_2_M032,sad,"[2.0000, 2.6667, 2.0000]","['know', 'know', 'make', 'happy']"
[368.5200 - 370.1900],Ses05M_script02_2_M033,sur,"[3.3333, 2.6667, 1.6667]",['really']
[381.7787 - 389.3800],Ses05M_script02_2_M034,hap,"[3.3333, 2.6667, 2.3333]","['actually', 'mention']"
[394.7600 - 400.7742],Ses05M_script02_2_M035,hap,"[4.0000, 3.0000, 2.3333]","['know', 'think', 'pretty', 'good', 'spot', 'mean', 'look', 'view', 'moon']"
[412.3500 - 416.0200],Ses05M_script02_2_M036,hap,"[4.3333, 3.0000, 2.6667]","['oh', 'well', 'look', 'got']"
[417.8700 - 420.0800],Ses05M_script02_2_M037,hap,"[4.0000, 3.3333, 2.3333]","['well', 'champagne']"
[423.1700 - 427.8400],Ses05M_script02_2_M038,xxx,"[3.3333, 2.6667, 2.3333]","['still', 'cold', 'still', 'want', 'go', 'home']"
[440.8400 - 447.4700],Ses05M_script02_2_M039,xxx,"[4.0000, 3.0000, 2.6667]","['shh', 'really', 'quiet', 'fish', 'might', 'come']"
[450.9519 - 453.2597],Ses05M_script02_2_M040,hap,"[4.0000, 2.3333, 2.0000]",[]
