% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[88.4100 - 98.0100],Ses05M_script01_2_F010,fru,"[2.0000, 4.0000, 4.0000]","['i', 'want', 'you', 'to', 'pretend', 'like', 'he', 'is', 'coming', 'back', 'both', 'of', 'you', 'do', 'not', 'think', 'i', 'have', 'noticed', 'you', 'and', 'chris', 'since', 'she', 'is', 'gotten', 'here', 'i', 'do', 'not', 'want', 'any', 'nonsense']"
[98.5100 - 105.2000],Ses05M_script01_2_F011,fru,"[1.6667, 4.0000, 4.0000]","['no', 'because', 'if', 'she-', 'he', 'is', 'not', 'coming', 'back', 'then', 'i', 'kill', 'myself', 'laugh', 'laugh', 'at', 'me']"
[105.2400 - 112.1600],Ses05M_script01_2_F012,xxx,"[1.6667, 4.3333, 4.3333]","['but', 'why', 'did', 'that', 'happen', 'the', 'very', 'night', 'she', 'came', 'back', 'she', 'goes', 'to', 'sleep', 'in', 'his', 'bed', 'and', 'his', 'memorial', 'breaks', 'in', 'pieces', 'look', 'at', 'it']"
[114.0600 - 117.5300],Ses05M_script01_2_F013,xxx,"[2.0000, 2.6667, 3.0000]","['believe', 'with', 'me', 'joe', 'i', 'can', 'not', 'stand', 'alone']"
[118.6100 - 123.1500],Ses05M_script01_2_F014,fru,"[3.0000, 3.3333, 3.0000]","['only', 'last', 'week', 'a', 'man', 'turned', 'up', 'in', 'detroit', 'missing', 'longer', 'than', 'larry', 'you', 'read', 'it', 'yourself']"
[123.4600 - 126.4400],Ses05M_script01_2_F015,ang,"[2.0000, 3.6667, 3.6667]","['you', 'above', 'all', 'have', 'got', 'to', 'believe']"
[130.5300 - 133.1800],Ses05M_script01_2_F016,xxx,"[2.3333, 2.3333, 2.0000]","['just', 'do', 'not', 'stop', 'believing']"
[135.4100 - 136.9000],Ses05M_script01_2_F017,ang,"[2.0000, 3.6667, 2.6667]","['i', 'can', 'not', 'help', 'it']"
[8.1900 - 10.6800],Ses05M_script01_2_M000,neu,"[3.0000, 2.6667, 2.3333]","['why', 'does', 'that', 'bother', 'you']"
[13.8600 - 19.4000],Ses05M_script01_2_M001,neu,"[3.0000, 3.0000, 2.6667]","['well', 'maybe', 'maybe', 'he', 'just', 'wanted', 'to', 'see', 'her', 'again']"
[21.0500 - 31.0600],Ses05M_script01_2_M002,fru,"[2.6667, 3.3333, 3.0000]","['what', 'are', 'you', 'talking', 'about', 'he', 'grew', 'up', 'next', 'to', 'the', 'girl', 'his', 'whole', 'life', 'why', 'would', 'not', 'he', 'want', 'to', 'see', 'her', 'again', 'do', 'not', 'look', 'at', 'me', 'like', 'that', 'he', 'has', 'told', 'me', 'anything', 'he', 'did', 'not', 'told', 'you']"
[33.7900 - 37.1100],Ses05M_script01_2_M003,neu,"[2.6667, 3.0000, 2.6667]","['why', 'do', 'you', 'think', 'he', 'is', 'even', 'thinking', 'that']"
[39.0300 - 42.4100],Ses05M_script01_2_M004,fru,"[3.0000, 3.3333, 2.6667]","['well', 'so', 'what']"
[44.3100 - 47.6800],Ses05M_script01_2_M005,fru,"[2.3333, 3.0000, 2.6667]","['now', 'listen']"
[51.8100 - 55.4500],Ses05M_script01_2_M006,xxx,"[2.6667, 2.6667, 2.6667]","['you', 'do', 'not', 'know', 'you', 'can', 'not', 'read', 'her', 'mind']"
[62.7700 - 66.1700],Ses05M_script01_2_M007,fru,"[2.0000, 3.3333, 3.0000]","['how', 'do', 'you', 'know', 'why', 'she', 'is', 'waited']"
[75.0600 - 79.5000],Ses05M_script01_2_M008,fru,"[2.6667, 3.3333, 3.0000]","['look', 'it', 'is', 'a', 'beautiful', 'day', 'outside', 'why', 'are', 'we', 'arguing']"
[86.8400 - 89.6500],Ses05M_script01_2_M009,fru,"[1.6667, 3.6667, 3.0000]","['well', 'what', 'do', 'you', 'want', 'me', 'to', 'do', 'about', 'it', 'what', 'do', 'you', 'want']"
[97.5100 - 99.0400],Ses05M_script01_2_M010,fru,"[2.3333, 3.0000, 2.6667]","['but', 'kate']"
[111.8200 - 113.9300],Ses05M_script01_2_M011,fru,"[2.6667, 2.3333, 3.3333]","['calm', 'yourself']"
[116.9800 - 119.2100],Ses05M_script01_2_M012,fru,"[3.0000, 3.3333, 3.3333]","['calm', 'yourself']"
[122.6900 - 124.7200],Ses05M_script01_2_M013,fru,"[3.0000, 3.3333, 3.3333]","['all', 'right', 'all', 'right']"
[126.8900 - 130.4200],Ses05M_script01_2_M014,xxx,"[2.3333, 3.6667, 3.0000]","['what', 'do', 'you', 'mean', 'me', 'above', 'all']"
[132.8400 - 136.2200],Ses05M_script01_2_M015,ang,"[2.0000, 4.0000, 4.0000]","['what', 'is', 'that', 'suppose', 'to', 'mean', 'me', 'above', 'all', 'look', 'at', 'you', 'you', 'shaking']"
[136.6000 - 140.5800],Ses05M_script01_2_M016,ang,"[1.6667, 4.0000, 4.3333]","['what', 'have', 'i', 'got', 'to', 'hide', 'kate', 'what', 'the', 'hell', 'is', 'the', 'matter', 'with', 'you']"
