filename,segment_start,segment_end,emotion,valence,arousal,dominance
Ses01F_impro03_0.png,0,6,neutral,4.16665,2.83335,2.6667
Ses01F_impro03_1.png,6,12,positive,4.249975,2.83335,2.58335
Ses01F_impro03_2.png,12,18,positive,4.66665,3.75,2.75
Ses01F_impro03_3.png,18,24,positive,4.83335,4.08335,2.66665
Ses01F_impro03_4.png,24,30,positive,4.25,3.583325,2.41665
Ses01F_impro03_5.png,30,36,positive,4,3.1111,2.444433333
Ses01F_impro03_6.png,36,42,positive,4,3.083325,2.3333
Ses01F_impro03_7.png,42,48,neutral,3.93334,2.86666,2.39998
Ses01F_impro03_8.png,48,54,positive,3.86668,3.13332,2.66666
Ses01F_impro03_9.png,54,60,neutral,4,3.6667,2.6667
Ses01F_impro03_10.png,60,66,positive,4.666666667,3.8889,3
Ses01F_impro03_11.png,66,72,positive,4.33335,3.66665,2.66665
Ses01F_impro03_12.png,72,78,positive,4.333333333,3.555566667,2.666666667
Ses01F_impro03_13.png,78,84,positive,4.00002,3.00002,2.6
Ses01F_impro03_14.png,84,90,neutral,3.444466667,2.8889,2.277766667
Ses01F_impro03_15.png,90,96,neutral,3.333333333,3.222233333,2.444433333
Ses01F_impro03_16.png,96,102,neutral,3.249975,3.166675,2.500025
Ses01F_impro03_17.png,102,108,positive,3.722216667,3.16665,2.611133333
Ses01F_impro03_18.png,108,114,positive,4.444433333,3.555533333,3.222233333
Ses01F_impro03_19.png,114,120,positive,4.222233333,3.333333333,2.888866667
Ses01F_impro04_0.png,0,6,neutral,3,2.5,2.5
Ses01F_impro04_1.png,6,12,neutral,2.875,2.625,2.625
Ses01F_impro04_2.png,12,18,neutral,2.833333333,2.5,2.666666667
Ses01F_impro04_3.png,18,24,negative,2.75,3,3
Ses01F_impro04_4.png,24,30,negative,2.75,3,2.75
Ses01F_impro04_5.png,30,36,neutral,2.666666667,3.166666667,2.833333333
Ses01F_impro04_6.png,36,42,neutral,2.75,3,2.5
Ses01F_impro04_7.png,42,48,neutral,3,3,2.833333333
Ses01F_impro04_8.png,48,54,negative,3.166666667,3.333333333,3.333333333
Ses01F_impro04_9.png,54,60,neutral,2.75,3,2.916666667
Ses01F_impro04_10.png,60,66,negative,2.625,2.875,2.5
Ses01F_impro04_11.png,66,72,neutral,2.625,3.125,2.75
Ses01F_impro04_12.png,72,78,neutral,2.875,2.75,3.25
Ses01F_impro04_13.png,78,84,neutral,3.25,3.5,3.5
Ses01F_impro04_14.png,84,90,neutral,2.666666667,3.5,3.166666667
Ses01F_impro04_15.png,90,96,neutral,2.25,3.75,3.25
Ses01F_impro04_16.png,96,102,negative,2.5,3.333333333,3
Ses01F_impro04_17.png,102,108,neutral,2.5,3.75,3.25
Ses01F_impro04_18.png,108,114,negative,2.5,4,3.25
Ses01F_impro04_19.png,114,120,negative,3,3.166666667,2.833333333
Ses01F_impro04_20.png,120,126,negative,2.666666667,3,3
Ses01F_impro04_21.png,126,132,negative,2.75,3.25,3.25
Ses01F_impro04_22.png,132,138,neutral,2.75,2.75,3
Ses01F_impro04_23.png,138,144,neutral,2.833333333,2.666666667,2.666666667
Ses01F_impro04_24.png,144,150,neutral,2.25,2.5,2.5
Ses01F_impro04_25.png,150,156,negative,2.625,2.75,3.25
Ses01F_impro04_26.png,156,162,negative,2.875,2.75,3.25
Ses01F_impro04_27.png,162,168,negative,2.8,2.7,3.1
Ses01F_impro04_28.png,168,174,negative,2.333333333,3.166666667,3.333333333
Ses01F_impro04_29.png,174,180,negative,2.333333333,3,3.166666667
Ses01F_impro04_30.png,180,186,negative,2.125,2.75,2.875
Ses01F_impro04_31.png,186,192,negative,2.1,3.1,2.8
Ses01F_impro04_32.png,192,198,negative,1.833333333,3.5,3.666666667
Ses01F_impro05_0.png,0,6,neutral,3.5,2.375,2
Ses01F_impro05_1.png,6,12,negative,3.083333333,2.583333333,2.583333333
Ses01F_impro05_2.png,12,18,negative,2.5,2.666666667,3
Ses01F_impro05_3.png,18,24,negative,2.75,3,2.75
Ses01F_impro05_4.png,24,30,neutral,3.1,2.6,2.3
Ses01F_impro05_5.png,30,36,neutral,2.875,2.625,2.75
Ses01F_impro05_6.png,36,42,negative,2.666666667,2.5,2.5
Ses01F_impro05_7.png,42,48,neutral,2.5,2.5,2.5
Ses01F_impro05_8.png,48,54,neutral,2.5,2.5,2
Ses01F_impro05_9.png,54,60,neutral,2.5,2.5,2
Ses01F_impro05_10.png,60,66,neutral,2.5,2.5,2
Ses01F_impro05_11.png,66,72,neutral,2.333333333,2.833333333,2.333333333
Ses01F_impro05_12.png,72,78,negative,2.333333333,3.083333333,2.416666667
Ses01F_impro05_13.png,78,84,neutral,2.333333333,2.666666667,2.5
Ses01F_impro05_14.png,84,90,neutral,2.25,2.5,2.5
Ses01F_impro05_15.png,90,96,neutral,2.5,2.5,2.25
Ses01F_impro05_16.png,96,102,neutral,2.333333333,3.333333333,3
Ses01F_impro05_17.png,102,108,negative,2,4,3.666666667
Ses01F_impro05_18.png,108,114,negative,2,3.25,3.25
Ses01F_impro05_19.png,114,120,negative,1.833333333,3.666666667,3.5
Ses01F_impro05_20.png,120,126,neutral,2,3.5,2.75
Ses01F_impro05_21.png,126,132,negative,2.166666667,3.166666667,2.666666667
Ses01F_impro05_22.png,132,138,negative,2,3.625,3.25
Ses01F_impro05_23.png,138,144,neutral,1.833333333,3.833333333,3.666666667
Ses01F_impro05_24.png,144,150,neutral,1.833333333,3.833333333,3.833333333
Ses01F_impro05_25.png,150,156,negative,2.1,3.4,3.2
Ses01F_impro05_26.png,156,162,negative,2,3.5,3.25
Ses01F_impro05_27.png,162,168,neutral,2.1,3.1,3.3
Ses01F_impro05_28.png,168,174,neutral,2.333333333,3.166666667,3
Ses01F_impro05_29.png,174,180,neutral,2.3,3.1,3.3
Ses01F_impro05_30.png,180,186,negative,2.666666667,2.5,2.833333333
Ses01F_impro05_31.png,186,192,neutral,2.5,2.833333333,2.666666667
Ses01F_impro05_32.png,192,198,neutral,2,3,2.75
Ses01F_impro05_33.png,198,204,neutral,2,2.833333333,3.166666667
Ses01F_impro05_34.png,204,210,neutral,2.333333333,2.5,2.5
Ses01F_impro06_1.png,6,12,negative,2.5,2,3
Ses01F_impro06_2.png,12,18,neutral,3,2,3
Ses01F_impro06_3.png,18,24,neutral,3,2.5,3.25
Ses01F_impro06_4.png,24,30,neutral,2.3,2.1,2.9
Ses01F_impro06_5.png,30,36,negative,2.75,2,3
Ses01F_impro06_6.png,36,42,negative,2.75,2,3.5
Ses01F_impro06_7.png,42,48,negative,2.75,2.5,4
Ses01F_impro06_8.png,48,54,negative,3.5,3,4
Ses01F_impro06_9.png,54,60,negative,3.333333333,3,3.5
Ses01F_impro06_10.png,60,66,negative,3.5,3,4
Ses01F_impro06_11.png,66,72,negative,3,3.25,3.75
Ses01F_impro06_12.png,72,78,negative,2.5,3.5,3.5
Ses01F_impro06_13.png,78,84,neutral,2.5,3.25,3.5
Ses01F_impro06_14.png,84,90,neutral,2.5,2.5,3.166666667
Ses01F_impro06_15.png,90,96,negative,2,2.5,3.5
Ses01F_impro06_16.png,96,102,negative,2,3,4
Ses01F_impro06_17.png,102,108,negative,2.5,2.5,3.25
Ses01F_impro06_18.png,108,114,negative,2.5,2.5,3.25
Ses01F_impro06_19.png,114,120,negative,2,3.25,4.25
Ses01F_impro06_20.png,120,126,negative,2.5,2.75,3.5
Ses01F_impro06_21.png,126,132,negative,2.5,2.75,3.5
Ses01F_impro06_22.png,132,138,neutral,2.75,2.5,2.375
Ses01F_impro06_23.png,138,144,negative,3,2.5,2.833333333
Ses01F_impro06_24.png,144,150,neutral,3.5,2.75,3.25
Ses01F_impro06_25.png,150,156,neutral,3,2,3
Ses01F_impro06_26.png,156,162,neutral,3.5,2.5,3.25
Ses01F_impro06_27.png,162,168,neutral,3.5,2.833333333,3.166666667
Ses01F_impro06_28.png,168,174,neutral,3.25,2.75,3
Ses01F_impro06_29.png,174,180,neutral,3.166666667,2.5,2.833333333
Ses01F_impro06_30.png,180,186,negative,2.5,3,4
Ses01F_impro06_31.png,186,192,negative,2.5,3,4
Ses01F_impro06_32.png,192,198,negative,2.25,3,4
Ses01F_impro06_33.png,198,204,negative,2,3,4
Ses01F_impro06_34.png,204,210,negative,2,3,4
Ses01F_impro06_35.png,210,216,negative,2,3,4
Ses01F_impro06_36.png,216,222,negative,3.5,2.75,2.75
Ses01F_impro06_37.png,222,228,negative,3.25,2.5,3
Ses01F_impro06_38.png,228,234,negative,1.5,2,3
Ses01F_impro06_39.png,234,240,negative,2.25,2.75,3.75
Ses01F_impro06_40.png,240,246,negative,3,3.5,4.5
Ses01F_impro06_41.png,246,252,negative,3,3.5,4.5
Ses01F_impro06_42.png,252,258,negative,3,3.25,3.5
Ses01F_impro06_43.png,258,264,neutral,3,2.5,2.5
Ses01F_impro06_44.png,264,270,negative,3,2.75,3
Ses01F_impro06_45.png,270,276,negative,2.5,2.5,3.5
Ses01F_impro06_46.png,276,282,neutral,2,2,3.5
Ses01F_impro06_47.png,282,288,negative,3,3.5,4
Ses01F_impro06_48.png,288,294,negative,3,3.5,4
Ses01F_impro06_49.png,294,300,negative,3,3.5,4
Ses01F_impro06_50.png,300,306,negative,3,3.5,4
Ses01F_impro07_0.png,0,6,positive,4.25,4,3.25
Ses01F_impro07_1.png,6,12,positive,4.5,4.666666667,4
Ses01F_impro07_2.png,12,18,positive,4.25,4.25,3.75
Ses01F_impro07_3.png,18,24,positive,4.333333333,3.833333333,3.166666667
Ses01F_impro07_4.png,24,30,positive,4.25,3.75,2.75
Ses01F_impro07_5.png,30,36,positive,4.166666667,4.166666667,3.5
Ses01F_impro07_6.png,36,42,positive,3.833333333,4,3.166666667
Ses01F_impro07_7.png,42,48,positive,4.3,4.2,3.6
Ses01F_impro07_8.png,48,54,positive,4.5,4.25,3.5
Ses01F_impro07_9.png,54,60,positive,4.5,4.25,4
Ses01F_impro07_10.png,60,66,positive,4.166666667,3.833333333,3.666666667
Ses01F_impro07_11.png,66,72,positive,3.833333333,3.666666667,3.333333333
Ses01F_impro07_12.png,72,78,positive,3.75,3.625,3.125
Ses01F_impro07_13.png,78,84,positive,3.5,2.9,2.7
Ses01F_impro07_14.png,84,90,positive,4,3.25,3.125
Ses01F_impro07_15.png,90,96,positive,4.125,3.625,3
Ses01F_impro07_16.png,96,102,positive,4.333333333,4.166666667,3.333333333
Ses01F_impro07_17.png,102,108,positive,4.5,4,3.75
Ses01F_impro07_18.png,108,114,neutral,4.5,4,3.5
Ses01F_impro07_19.png,114,120,positive,4.166666667,3.666666667,3
Ses01F_impro07_20.png,120,126,positive,4,3.25,3.25
Ses01F_impro07_21.png,126,132,positive,4.25,3.625,3.125
Ses01F_impro07_22.png,132,138,positive,4.5,3.75,3
Ses01F_script01_1_1.png,6,12,negative,2.333333333,2.1111,2.1111
Ses01F_script01_1_2.png,12,18,negative,2.444433333,2.1111,2.222233333
Ses01F_script01_1_3.png,18,24,neutral,2.777766667,2.444433333,2.555566667
Ses01F_script01_1_4.png,24,30,neutral,2.83335,3,2.5
Ses01F_script01_1_5.png,30,36,neutral,2.33335,2.5,2.16665
Ses01F_script01_1_6.png,36,42,negative,2.333333333,1.8889,2
Ses01F_script01_1_7.png,42,48,neutral,2.222233333,2,2.444433333
Ses01F_script01_1_8.png,48,54,negative,2.1667,2.5,2.8333
Ses01F_script01_1_9.png,54,60,negative,2.6667,3.1667,3
Ses01F_script01_1_10.png,60,66,negative,2.6667,3.1667,3.1667
Ses01F_script01_1_11.png,66,72,negative,2.444466667,2.666666667,2.7778
Ses01F_script01_1_12.png,72,78,neutral,2.6667,3,3
Ses01F_script01_1_13.png,78,84,negative,2.555566667,2.7778,3.222233333
Ses01F_script01_1_14.png,84,90,negative,2.3333,3.1667,3.33335
Ses01F_script01_1_15.png,90,96,negative,2.3333,3.6667,3.6667
Ses01F_script01_1_16.png,96,102,negative,2.5,3.1667,3.33335
Ses01F_script01_1_17.png,102,108,negative,2.666666667,3.1111,3.444466667
Ses01F_script01_1_18.png,108,114,negative,2.3333,2.8333,3.5
Ses01F_script01_1_19.png,114,120,negative,2.3333,2.66665,3.66665
Ses01F_script01_1_20.png,120,126,negative,2.3333,3,4
Ses01F_script01_1_21.png,126,132,negative,2.66665,2.16665,3
Ses01F_script01_1_22.png,132,138,negative,2.66665,2.8333,2.83335
Ses01F_script01_1_23.png,138,144,negative,2.66665,3.3333,3
Ses01F_script01_1_24.png,144,150,negative,3,2.3333,2.3333
Ses01F_script01_1_25.png,150,156,negative,2.83335,1.6667,2.3333
Ses01F_script01_1_26.png,156,162,neutral,3,2,2.83335
Ses01F_script01_1_27.png,162,168,neutral,2.83335,2.1667,2.83335
Ses01F_script01_1_28.png,168,174,neutral,2.7778,2.7778,3
Ses01F_script01_1_29.png,174,180,neutral,2.666675,2.916675,3.08335
Ses01F_script01_1_30.png,180,186,negative,2.666666667,3.444433333,3.333333333
Ses01F_script01_1_31.png,186,192,negative,2.5,3.5,3.16665
Ses01F_script01_1_32.png,192,198,negative,2.333333333,4.1111,4
Ses01F_script01_1_33.png,198,204,negative,2.5,4,4
Ses01F_script01_1_34.png,204,210,negative,2.3333,4,4
Ses01F_script01_1_35.png,210,216,negative,2.3333,4,4
Ses01F_script01_1_36.png,216,222,negative,2.3333,3.3333,2.3333
Ses01F_script01_1_37.png,222,228,negative,2.16665,3.16665,2.3333
Ses01F_script01_1_38.png,228,234,negative,2,3,2.3333
Ses01F_script01_1_39.png,234,240,negative,2.444433333,3,2.666633333
Ses01F_script01_1_40.png,240,246,negative,2.555566667,2.666666667,2.777766667
Ses01F_script01_1_41.png,246,252,negative,2.7778,2.333333333,2.666666667
Ses01F_script01_1_42.png,252,258,neutral,2.6667,1.6667,2
Ses01F_script01_1_43.png,258,264,neutral,2.6667,1.83335,2.5
Ses01F_script01_1_44.png,264,270,neutral,2.444466667,2.666666667,3
Ses01F_script01_1_45.png,270,276,negative,2.333333333,2.777766667,2.777766667
Ses01F_script01_1_46.png,276,282,negative,2.41665,2.5,2.25
Ses01F_script01_1_47.png,282,288,negative,2.333325,2.916675,2.75
Ses01F_script01_1_48.png,288,294,negative,2.6667,3,3.3333
Ses01F_script01_1_49.png,294,300,negative,2.333366667,3.1111,3.222233333
Ses01F_script01_1_50.png,300,306,negative,2.222233333,2.888866667,2.6667
Ses01F_script01_1_51.png,306,312,negative,2.16665,2.16665,2.1667
Ses01F_script01_1_52.png,312,318,negative,2.33335,2.33335,3
Ses01F_script01_1_53.png,318,324,negative,2.333333333,2.444466667,2.3333
Ses01F_script01_1_54.png,324,330,negative,2.5,3.1667,2.8333
Ses01F_script01_1_55.png,330,336,negative,2.6667,3.6667,3.3333
Ses01F_script01_1_56.png,336,342,negative,2.111133333,3.111133333,3.444433333
Ses01F_script01_1_57.png,342,348,neutral,2.222233333,2.7778,3.444433333
Ses01F_script01_1_58.png,348,354,negative,2.777766667,3,3.1111
Ses01F_script01_1_59.png,354,360,negative,2.2222,3.3333,3.2222
Ses01F_script01_1_60.png,360,366,negative,2.666666667,3.666666667,3.555566667
Ses01F_script01_1_61.png,366,372,negative,3,4,4
Ses01F_script01_1_62.png,372,378,negative,2.83335,3.83335,3.83335
Ses01F_script01_1_63.png,378,384,negative,2.5,3.33335,3.6667
Ses01F_script01_1_64.png,384,390,negative,2.555533333,2.444466667,3.222233333
Ses01F_script01_1_65.png,390,396,neutral,2.5,2.6667,3.083325
Ses01F_script01_1_66.png,396,402,negative,1.6667,4.6667,4.3333
Ses01F_script01_1_67.png,402,408,negative,2.111133333,3.7778,3.444433333
Ses01F_script01_1_68.png,408,414,negative,2.444433333,3,3.111133333
Ses01F_script01_1_69.png,414,420,negative,2.66665,2.3333,2.66665
Ses01F_script01_2_1.png,6,12,negative,2.5,2.5,3
Ses01F_script01_2_2.png,12,18,negative,2.666666667,2.5,3
Ses01F_script01_2_3.png,18,24,neutral,2.75,2.75,3.5
Ses01F_script01_2_4.png,24,30,neutral,2.75,2.75,3.75
Ses01F_script01_2_5.png,30,36,neutral,2.5,3.25,3.5
Ses01F_script01_2_6.png,36,42,negative,2,3,4
Ses01F_script01_2_7.png,42,48,neutral,2.3,2.8,3.5
Ses01F_script01_2_8.png,48,54,negative,1.833333333,3.666666667,4
Ses01F_script01_2_9.png,54,60,negative,1.833333333,4,4.166666667
Ses01F_script01_2_10.png,60,66,negative,1.5,4.5,4.5
Ses01F_script01_2_11.png,66,72,negative,1.666666667,4.166666667,4
Ses01F_script01_2_12.png,72,78,negative,1.5,4.5,4.5
Ses01F_script01_2_13.png,78,84,negative,1.833333333,3.166666667,3.833333333
Ses01F_script01_2_14.png,84,90,negative,1.5,2,4.5
Ses01F_script01_2_15.png,90,96,negative,1.5,2.666666667,4.166666667
Ses01F_script01_2_16.png,96,102,negative,1.5,3.5,4.5
Ses01F_script01_2_17.png,102,108,negative,1.833333333,3,4
Ses01F_script01_2_18.png,108,114,negative,2,2.833333333,3.666666667
Ses01F_script01_2_19.png,114,120,negative,1.5,4.5,5
Ses01F_script01_2_20.png,120,126,negative,1.75,3.625,4.5
Ses01F_script01_2_21.png,126,132,negative,1.5,3.833333333,4.5
Ses01F_script01_2_22.png,132,138,negative,1.75,3.75,4
Ses01F_script01_2_23.png,138,144,negative,2,3.5,3.666666667
Ses01F_script01_3_0.png,0,6,neutral,4,1.6667,2.3333
Ses01F_script01_3_1.png,6,12,neutral,4,1.6667,2.16665
Ses01F_script01_3_2.png,12,18,neutral,3.888866667,1.8889,2.2222
Ses01F_script01_3_3.png,18,24,neutral,3.3333,2,2.3333
Ses01F_script01_3_4.png,24,30,neutral,3.1111,1.777766667,2.3333
Ses01F_script01_3_5.png,30,36,neutral,3,1.3333,2.3333
Ses01F_script01_3_6.png,36,42,neutral,3.25,2.08335,2.166675
Ses01F_script01_3_7.png,42,48,neutral,3.444433333,2.555566667,2.000033333
Ses01F_script01_3_8.png,48,54,neutral,3,2.66665,2.5
Ses01F_script01_3_9.png,54,60,neutral,4,2.6667,2.3333
Ses01F_script01_3_10.png,60,66,neutral,3.33335,2,2.3333
Ses01F_script01_3_11.png,66,72,neutral,3.5,2.1667,2.33335
Ses01F_script01_3_12.png,72,78,neutral,3.6667,2.6667,3
Ses01F_script01_3_13.png,78,84,neutral,3,3,2
Ses01F_script01_3_14.png,84,90,neutral,3.5,3,2
Ses01F_script01_3_15.png,90,96,neutral,4,3,2
Ses01F_script01_3_16.png,96,102,positive,4.6667,3.7778,2.555566667
Ses01F_script01_3_17.png,102,108,positive,4.6667,3.83335,2.5
Ses01F_script01_3_18.png,108,114,positive,4.83335,4.16665,2.3333
Ses01F_script01_3_19.png,114,120,positive,4.583325,3.91665,2.41665
Ses01F_script01_3_20.png,120,126,positive,4.3333,4,2.6667
Ses01F_script01_3_21.png,126,132,neutral,3.66665,3.66665,2.83335
Ses01F_script01_3_22.png,132,138,neutral,3,3,3
Ses01F_script01_3_23.png,138,144,neutral,2.83335,2.6667,3
Ses01F_script01_3_24.png,144,150,neutral,2.83335,2.33335,2.66665
Ses01F_script01_3_25.png,150,156,neutral,2.555566667,2,2
Ses01F_script01_3_26.png,156,162,positive,3.833325,3,2.5
Ses01F_script01_3_27.png,162,168,positive,4.16665,4.16665,3.8333
Ses01F_script01_3_28.png,168,174,positive,4.16665,3.66665,3.3333
Ses01F_script01_3_29.png,174,180,positive,4,3,3.3333
Ses01F_script01_3_30.png,180,186,positive,5,4.3333,3.6667
Ses01F_script01_3_31.png,186,192,positive,4.555533333,3.777766667,3.6667
Ses01F_script01_3_32.png,192,198,positive,4.2222,3.1111,3.444466667
Ses01F_script01_3_33.png,198,204,neutral,3.777766667,2.555566667,2.777766667
Ses01F_script01_3_34.png,204,210,neutral,3.3333,1.6667,3
Ses01F_script01_3_35.png,210,216,neutral,2,2.3333,2.3333
Ses01F_script01_3_36.png,216,222,negative,2.33335,2.5,2.83335
Ses01F_script01_3_37.png,222,228,neutral,2.444433333,2,2.555566667
Ses01F_script01_3_38.png,228,234,neutral,2.3333,2.33335,2.5
Ses01F_script01_3_39.png,234,240,negative,2.3333,3,2.3333
Ses01F_script01_3_40.png,240,246,neutral,2.444433333,2.555566667,2.444433333
Ses01F_script01_3_41.png,246,252,neutral,2.444433333,2.777766667,2.3333
Ses01F_script01_3_42.png,252,258,negative,2.6667,3,2.3333
Ses01F_script01_3_43.png,258,264,neutral,2.444466667,2.333333333,2.1111
Ses01F_script01_3_44.png,264,270,neutral,2.2222,1.7778,2.333333333
Ses01F_script01_3_45.png,270,276,negative,1.8889,2.444433333,2.555566667
Ses01F_script01_3_46.png,276,282,negative,1.6667,3.3333,3.6667
Ses01F_script01_3_47.png,282,288,negative,2,2.8333,3.1667
Ses01F_script01_3_48.png,288,294,negative,2.3333,2.3333,2.6667
Ses01F_script01_3_49.png,294,300,negative,2.3333,2.3333,2.6667
Ses01F_script01_3_50.png,300,306,negative,2.16665,2.3333,3.1667
Ses01F_script01_3_51.png,306,312,negative,2,2.3333,3.6667
Ses01F_script01_3_52.png,312,318,negative,2,2.3333,3.6667
Ses01F_script01_3_53.png,318,324,negative,2,2.5,3.6667
Ses01F_script01_3_54.png,324,330,negative,2,2.6667,3.6667
Ses01F_script01_3_55.png,330,336,negative,2,2.6667,3.6667
Ses01F_script01_3_56.png,336,342,negative,2,2.6667,3.6667
Ses01F_script01_3_57.png,342,348,negative,2,2.222233333,2.777766667
Ses01F_script01_3_58.png,348,354,negative,2,3,3.3333
Ses01F_script01_3_59.png,354,360,negative,2,3,3.3333
Ses01F_script01_3_60.png,360,366,negative,1.6667,3.3333,3.3333
Ses01F_script01_3_61.png,366,372,negative,1.6667,3.3333,3.3333
Ses01F_script01_3_62.png,372,378,negative,1.6667,3.3333,3.3333
Ses01F_script01_3_63.png,378,384,negative,1.6667,3.16665,3.3333
Ses01F_script01_3_64.png,384,390,negative,2.3333,3.6667,3.6667
Ses01F_script01_3_65.png,390,396,negative,2.3333,3.6667,3.6667
Ses01F_script01_3_66.png,396,402,negative,2.16665,3.1667,3
Ses01F_script01_3_67.png,402,408,negative,2,2.6667,2.3333
Ses01F_script01_3_68.png,408,414,negative,2,2.6667,2.3333
Ses01F_script01_3_69.png,414,420,neutral,2.3333,1.8333,2
Ses01F_script01_3_70.png,420,426,neutral,2.16665,2.3333,3
Ses01F_script01_3_71.png,426,432,neutral,2,2.3333,3.6667
Ses01F_script01_3_72.png,432,438,neutral,2.33335,2.5,3.83335
Ses01F_script01_3_73.png,438,444,neutral,2.6667,2.6667,4
Ses01F_script01_3_74.png,444,450,neutral,2.6667,2.6667,4
Ses01F_script01_3_75.png,450,456,positive,3.33335,2.83335,3.5
Ses01F_script01_3_76.png,456,462,positive,4,2.5,2.66665
Ses01F_script02_1_0.png,0,6,positive,4.5,3.5,2.5
Ses01F_script02_1_1.png,6,12,positive,4.25,3.25,2.5
Ses01F_script02_1_2.png,12,18,positive,3.333333333,3.166666667,2.333333333
Ses01F_script02_1_3.png,18,24,positive,3,3.5,2
Ses01F_script02_1_4.png,24,30,positive,3.166666667,2.5,2.166666667
Ses01F_script02_1_5.png,30,36,positive,3.75,3.5,2.5
Ses01F_script02_1_6.png,36,42,positive,2.333333333,2.833333333,2.5
Ses01F_script02_1_7.png,42,48,negative,2.5,2.666666667,2.666666667
Ses01F_script02_1_8.png,48,54,neutral,2.5,2.6,2.5
Ses01F_script02_1_9.png,54,60,negative,2.333333333,3,2.333333333
Ses01F_script02_1_10.png,60,66,neutral,3,2.5,2.25
Ses01F_script02_1_11.png,66,72,negative,3.5,3,2.5
Ses01F_script02_1_12.png,72,78,neutral,3.125,2.625,2.375
Ses01F_script02_1_13.png,78,84,neutral,3.5,3,2
Ses01F_script02_1_14.png,84,90,neutral,3.5,3,2.25
Ses01F_script02_1_15.png,90,96,neutral,3.75,3.5,2.5
Ses01F_script02_1_16.png,96,102,positive,4,3.25,2.25
Ses01F_script02_1_17.png,102,108,neutral,4,2.5,2
Ses01F_script02_1_18.png,108,114,neutral,2.875,2.375,2.375
Ses01F_script02_1_19.png,114,120,neutral,2.833333333,2.833333333,2.333333333
Ses01F_script02_1_20.png,120,126,negative,3,3,2.5
Ses01F_script02_1_21.png,126,132,negative,2.75,2.75,2.75
Ses01F_script02_1_22.png,132,138,negative,2.75,2.25,2.75
Ses01F_script02_1_23.png,138,144,negative,2.5,2,2.125
Ses01F_script02_1_24.png,144,150,neutral,3,3,2.5
Ses01F_script02_1_25.png,150,156,neutral,2.5,3.25,3
Ses01F_script02_1_26.png,156,162,negative,2,3.5,3.5
Ses01F_script02_1_27.png,162,168,neutral,2.5,3.25,3
