filename,segment_start,segment_end,emotion,valence,arousal,dominance
Ses01F_impro05_12.png,108,117,negative,2,3.25,3.25
Ses01F_impro05_13.png,117,126,neutral,2,3.375,3
Ses01F_impro05_14.png,126,135,negative,2.166666667,3.166666667,2.666666667
Ses01F_impro05_15.png,135,144,neutral,1.75,4.125,3.875
Ses01F_impro05_16.png,144,153,neutral,2.1,3.3,3.2
Ses01F_impro05_17.png,153,162,neutral,1.9,3.7,3.5
Ses01F_impro05_18.png,162,171,neutral,2.1,3.1,3.3
Ses01F_impro05_19.png,171,180,neutral,2.333333333,3,3.166666667
Ses01F_impro05_20.png,180,189,neutral,2.5,2.625,3.125
Ses01F_impro05_21.png,189,198,neutral,2.25,2.875,2.875
Ses01F_impro05_22.png,198,207,neutral,2.125,2.625,2.75
Ses01F_impro06_1.png,9,18,negative,3,2,3
Ses01F_impro06_2.png,18,27,neutral,2.5,2.1,2.8
Ses01F_impro06_3.png,27,36,negative,2.5,1.833333333,2.833333333
Ses01F_impro06_4.png,36,45,negative,2.75,2,3.5
Ses01F_impro06_5.png,45,54,negative,2.75,2.5,4
Ses01F_impro06_6.png,54,63,negative,3.333333333,3,3.5
Ses01F_impro06_7.png,63,72,negative,3,3.25,3.75
Ses01F_impro06_8.png,72,81,negative,2.5,3.25,3.5
Ses01F_impro06_9.png,81,90,neutral,2.5,2.5,3.166666667
Ses01F_impro06_10.png,90,99,negative,2,2.5,3.5
Ses01F_impro06_11.png,99,108,negative,2.5,2.5,3.25
Ses01F_impro06_12.png,108,117,negative,2.5,2.5,3.25
Ses01F_impro06_13.png,117,126,negative,2.5,2.75,3.5
Ses01F_impro06_14.png,126,135,negative,2.5,2.5,2.875
Ses01F_impro06_15.png,135,144,negative,3,2.6,2.7
Ses01F_impro06_16.png,144,153,neutral,3.5,2.75,3.25
Ses01F_impro06_17.png,153,162,neutral,3.5,2.5,3.25
Ses01F_impro06_18.png,162,171,neutral,3.5,2.833333333,3.166666667
Ses01F_impro06_19.png,171,180,neutral,3.166666667,2.5,2.833333333
Ses01F_impro06_20.png,180,189,negative,2.5,3,4
Ses01F_impro06_21.png,189,198,negative,2.25,3,4
Ses01F_impro06_22.png,198,207,negative,2,3,4
Ses01F_impro06_23.png,207,216,negative,2,3,4
Ses01F_impro06_24.png,216,225,negative,3.166666667,2.5,2.666666667
Ses01F_impro06_25.png,225,234,negative,2,2,2.75
Ses01F_impro06_26.png,234,243,negative,2.25,2.75,3.75
Ses01F_impro06_27.png,243,252,negative,3,3.5,4.5
Ses01F_impro06_28.png,252,261,negative,3,3.25,3.5
Ses01F_impro06_29.png,261,270,negative,3,2.75,3
Ses01F_impro06_30.png,270,279,negative,2.5,2.5,3.5
Ses01F_impro06_31.png,279,288,negative,2.5,2.75,3.75
Ses01F_impro06_32.png,288,297,negative,3,3.5,4
Ses01F_impro06_33.png,297,306,negative,3,3.5,4
Ses01F_impro07_0.png,0,9,positive,4.333333333,4.166666667,3.5
Ses01F_impro07_1.png,9,18,positive,4.5,4.5,4
Ses01F_impro07_2.png,18,27,positive,4.333333333,3.833333333,3.166666667
Ses01F_impro07_3.png,27,36,positive,4.25,4,3.25
Ses01F_impro07_4.png,36,45,positive,4.125,4.125,3.5
Ses01F_impro07_5.png,45,54,positive,4.625,4.375,3.75
Ses01F_impro07_6.png,54,63,positive,4.5,4.25,4
Ses01F_impro07_7.png,63,72,positive,4,3.875,3.625
Ses01F_impro07_8.png,72,81,positive,3.6,3.4,3
Ses01F_impro07_9.png,81,90,neutral,3.833333333,3.083333333,2.916666667
Ses01F_impro07_10.png,90,99,positive,4.125,3.625,3
Ses01F_impro07_11.png,99,108,positive,4.375,4.125,3.5
Ses01F_impro07_12.png,108,117,neutral,4.3,3.8,3.3
Ses01F_impro07_13.png,117,126,positive,4,3.333333333,3
Ses01F_impro07_14.png,126,135,positive,4.3,3.6,3.1
Ses01F_script01_1_0.png,0,9,negative,2,2.3333,2.3333
Ses01F_script01_1_1.png,9,18,negative,2.333325,2.16665,2.25
Ses01F_script01_1_2.png,18,27,neutral,2.75,2.583325,2.5
Ses01F_script01_1_3.png,27,36,neutral,2.33335,2.5,2.16665
Ses01F_script01_1_4.png,36,45,neutral,2.5,1.916675,2
Ses01F_script01_1_5.png,45,54,negative,2.444466667,2.333333333,2.555533333
Ses01F_script01_1_6.png,54,63,negative,2.6667,3.000033333,2.8889
Ses01F_script01_1_7.png,63,72,negative,2.444466667,2.666666667,2.7778
Ses01F_script01_1_8.png,72,81,neutral,2.6667,2.83335,3.33335
Ses01F_script01_1_9.png,81,90,negative,2.444433333,3.000033333,3.444466667
Ses01F_script01_1_10.png,90,99,negative,2.3333,3.6667,3.6667
Ses01F_script01_1_11.png,99,108,negative,2.583325,3.25,3.500025
Ses01F_script01_1_12.png,108,117,negative,2.3333,2.8333,3.5
Ses01F_script01_1_13.png,117,126,negative,2.3333,2.66665,3.66665
Ses01F_script01_1_14.png,126,135,neutral,2.555533333,2.888866667,3.222233333
Ses01F_script01_1_15.png,135,144,negative,2.66665,3.3333,3
Ses01F_script01_1_16.png,144,153,negative,2.83335,2,2.3333
Ses01F_script01_1_17.png,153,162,neutral,3,1.8889,2.666666667
Ses01F_script01_1_18.png,162,171,negative,3.111133333,2.333366667,2.666666667
Ses01F_script01_1_19.png,171,180,negative,2.86668,2.86668,2.93334
Ses01F_script01_1_20.png,180,189,negative,2.666666667,3.444433333,3.333333333
Ses01F_script01_1_21.png,189,198,negative,2.333333333,4.1111,4
Ses01F_script01_1_22.png,198,207,negative,2.444433333,4,4
Ses01F_script01_1_23.png,207,216,negative,2.3333,4,4
Ses01F_script01_1_24.png,216,225,negative,2.16665,3.16665,2.3333
Ses01F_script01_1_25.png,225,234,negative,2,3,2.3333
Ses01F_script01_1_26.png,234,243,negative,2.5,2.916675,2.66665
Ses01F_script01_1_27.png,243,252,negative,2.750025,2.416675,2.666675
Ses01F_script01_1_28.png,252,261,neutral,2.6667,1.6667,2
Ses01F_script01_1_29.png,261,270,neutral,2.500025,2.416675,2.75
Ses01F_script01_1_30.png,270,279,negative,2.46666,2.6,2.66666
Ses01F_script01_1_31.png,279,288,negative,2.333325,2.916675,2.75
Ses01F_script01_1_32.png,288,297,negative,2.6667,3,3.3333
Ses01F_script01_1_33.png,297,306,negative,2.222233333,2.888866667,2.6667
Ses01F_script01_1_34.png,306,315,negative,2.333333333,2.333333333,2.555566667
Ses01F_script01_1_35.png,315,324,negative,2.333333333,2.444466667,2.3333
Ses01F_script01_1_36.png,324,333,negative,2.5,3.1667,2.8333
Ses01F_script01_1_37.png,333,342,negative,2.111133333,3.111133333,3.444433333
Ses01F_script01_1_38.png,342,351,neutral,2.416675,3.08335,3.5
Ses01F_script01_1_39.png,351,360,negative,2.41665,3.499975,3.333325
Ses01F_script01_1_40.png,360,369,negative,2.666666667,3.666666667,3.555566667
Ses01F_script01_1_41.png,369,378,negative,2.83335,3.83335,3.83335
Ses01F_script01_1_42.png,378,387,negative,2.5,3.33335,3.6667
Ses01F_script01_1_43.png,387,396,neutral,2.46666,2.73336,3.2
Ses01F_script01_1_44.png,396,405,negative,2.1667,3.6667,3.3333
Ses01F_script01_1_45.png,405,414,negative,2.5,2.916675,2.916675
Ses01F_script01_1_46.png,414,423,negative,2.555533333,1.999966667,2.2222
Ses01F_script01_2_0.png,0,9,negative,2.5,2.5,3
Ses01F_script01_2_1.png,9,18,negative,2.625,2.5,3
Ses01F_script01_2_2.png,18,27,negative,2.833333333,2.833333333,3.333333333
Ses01F_script01_2_3.png,27,36,neutral,2.5,3.25,3.5
Ses01F_script01_2_4.png,36,45,negative,2.25,2.875,3.5
Ses01F_script01_2_5.png,45,54,negative,2.25,3.166666667,3.5
Ses01F_script01_2_6.png,54,63,negative,1.833333333,4,4.166666667
Ses01F_script01_2_7.png,63,72,negative,1.666666667,4.166666667,4
Ses01F_script01_2_8.png,72,81,negative,2,3.75,3.5
Ses01F_script01_2_9.png,81,90,negative,2,2.5,3.5
Ses01F_script01_2_10.png,90,99,negative,1.5,2.666666667,4.166666667
Ses01F_script01_2_11.png,99,108,negative,1.833333333,3,4
Ses01F_script01_2_12.png,108,117,negative,2,2.833333333,3.666666667
Ses01F_script01_2_13.png,117,126,negative,1.75,3.625,4.5
Ses01F_script01_2_14.png,126,135,negative,1.75,3.75,4.375
Ses01F_script01_2_15.png,135,144,negative,2,3.5,3.666666667
Ses01F_script01_3_0.png,0,9,neutral,4,1.6667,2.16665
Ses01F_script01_3_1.png,9,18,neutral,3.888866667,1.8889,2.2222
Ses01F_script01_3_2.png,18,27,neutral,3.16665,2,2.3333
Ses01F_script01_3_3.png,27,36,neutral,3,1.66665,2.3333
Ses01F_script01_3_4.png,36,45,neutral,3.26666,2.06668,2.06668
Ses01F_script01_3_5.png,45,54,neutral,3.1111,2.444433333,2.222233333
Ses01F_script01_3_6.png,54,63,neutral,4,2.6667,2.3333
Ses01F_script01_3_7.png,63,72,neutral,3.416675,2.08335,2.333325
Ses01F_script01_3_8.png,72,81,neutral,3.33335,2.83335,2.5
Ses01F_script01_3_9.png,81,90,neutral,3.5,3,2
Ses01F_script01_3_10.png,90,99,neutral,4.500025,3.58335,2.416675
Ses01F_script01_3_11.png,99,108,positive,4.6667,3.8889,2.555566667
Ses01F_script01_3_12.png,108,117,positive,4.666666667,4.1111,2.444433333
Ses01F_script01_3_13.png,117,126,positive,4.3333,3.66665,2.5
Ses01F_script01_3_14.png,126,135,neutral,3.66665,3.66665,2.83335
Ses01F_script01_3_15.png,135,144,neutral,2.8889,2.8889,3
Ses01F_script01_3_16.png,144,153,neutral,2.555566667,2.333333333,2.444433333
Ses01F_script01_3_17.png,153,162,positive,3.46666,2.86666,2.4
Ses01F_script01_3_18.png,162,171,positive,4.2222,4.1111,3.666633333
Ses01F_script01_3_19.png,171,180,positive,4.1111,3.444433333,2.999966667
Ses01F_script01_3_20.png,180,189,positive,4.66665,4,3.6667
Ses01F_script01_3_21.png,189,198,positive,4.2222,3.1111,3.444466667
Ses01F_script01_3_22.png,198,207,neutral,3.777766667,2.555566667,2.777766667
Ses01F_script01_3_23.png,207,216,neutral,2,2.3333,2.3333
Ses01F_script01_3_24.png,216,225,neutral,2.555566667,2.333333333,2.555566667
Ses01F_script01_3_25.png,225,234,neutral,2.555533333,2.222233333,2.333333333
Ses01F_script01_3_26.png,234,243,negative,2.5,2.33335,2.5
Ses01F_script01_3_27.png,243,252,negative,2.5,2.5,2.41665
Ses01F_script01_3_28.png,252,261,negative,2.6667,2.66665,2
Ses01F_script01_3_29.png,261,270,negative,2.333325,1.916675,2.166675
Ses01F_script01_3_30.png,270,279,negative,1.8889,2.444433333,2.555566667
Ses01F_script01_3_31.png,279,288,negative,2,2.8333,3.1667
Ses01F_script01_3_32.png,288,297,negative,2.3333,2.3333,2.6667
Ses01F_script01_3_33.png,297,306,negative,2.16665,2.3333,3.1667
Ses01F_script01_3_34.png,306,315,negative,2,2.3333,3.6667
Ses01F_script01_3_35.png,315,324,negative,2,2.5,3.6667
Ses01F_script01_3_36.png,324,333,negative,2,2.6667,3.6667
Ses01F_script01_3_37.png,333,342,negative,2,2.6667,3.6667
Ses01F_script01_3_38.png,342,351,negative,2,2.222233333,2.777766667
Ses01F_script01_3_39.png,351,360,negative,2,3,3.3333
Ses01F_script01_3_40.png,360,369,negative,1.6667,3.3333,3.3333
Ses01F_script01_3_41.png,369,378,negative,1.6667,3.3333,3.3333
Ses01F_script01_3_42.png,378,387,negative,1.8889,3.333333333,3.444433333
Ses01F_script01_3_43.png,387,396,negative,2.3333,3.6667,3.6667
Ses01F_script01_3_44.png,396,405,negative,2.16665,3.1667,3
Ses01F_script01_3_45.png,405,414,negative,2,2.6667,2.3333
Ses01F_script01_3_46.png,414,423,neutral,2.2222,1.999966667,2.555566667
Ses01F_script01_3_47.png,423,432,neutral,2,2.3333,3.6667
Ses01F_script01_3_48.png,432,441,neutral,2.33335,2.5,3.83335
Ses01F_script01_3_49.png,441,450,neutral,2.6667,2.6667,4
Ses01F_script01_3_50.png,450,459,positive,3.33335,2.83335,3.5
Ses01F_script02_1_0.png,0,9,positive,4.5,3.5,2.5
Ses01F_script02_1_1.png,9,18,positive,3.625,3.25,2.375
Ses01F_script02_1_2.png,18,27,positive,2.833333333,3,2.166666667
Ses01F_script02_1_3.png,27,36,positive,3.333333333,3,2.5
Ses01F_script02_1_4.png,36,45,negative,2.333333333,2.833333333,2.5
Ses01F_script02_1_5.png,45,54,neutral,2.428571429,2.642857143,2.571428571
Ses01F_script02_1_6.png,54,63,neutral,2.333333333,3,2.333333333
Ses01F_script02_1_7.png,63,72,negative,3,2.5,2.25
Ses01F_script02_1_8.png,72,81,neutral,3.125,2.625,2.375
Ses01F_script02_1_9.png,81,90,neutral,3.5,3,2.25
Ses01F_script02_1_10.png,90,99,neutral,3.75,3.5,2.5
Ses01F_script02_1_11.png,99,108,neutral,4,3,2.166666667
Ses01F_script02_1_12.png,108,117,neutral,2.9,2.6,2.3
Ses01F_script02_1_13.png,117,126,neutral,3,3,2.5
Ses01F_script02_1_14.png,126,135,negative,2.75,2.75,2.75
Ses01F_script02_1_15.png,135,144,negative,2.6,2.2,2.3
Ses01F_script02_1_16.png,144,153,neutral,3,3,2.5
Ses01F_script02_1_17.png,153,162,negative,2.5,3.25,3
Ses01F_script02_1_18.png,162,171,neutral,2.5,3.25,3
Ses01F_script02_1_19.png,171,180,neutral,3.25,3,2.75
Ses01F_script02_1_20.png,180,189,negative,3,2.666666667,2.833333333
Ses01F_script02_1_21.png,189,198,positive,2.75,2.5,2.75
Ses01F_script02_1_22.png,198,207,neutral,3.5,3,2.5
Ses01F_script02_1_23.png,207,216,neutral,3,2.6,2.3
Ses01F_script02_1_24.png,216,225,neutral,3,2.833333333,2.333333333
Ses01F_script02_1_25.png,225,234,negative,2.75,2.75,2.5
Ses01F_script02_1_26.png,234,243,negative,2.875,2.625,3.125
Ses01F_script02_1_27.png,243,252,positive,3,3.25,2.75
Ses01F_script02_1_28.png,252,261,positive,3.25,3.75,2.5
Ses01F_script02_1_29.png,261,270,positive,3.75,3.5,2.5
Ses01F_script02_1_30.png,270,279,positive,3.75,3.5,2.5
Ses01F_script02_1_31.png,279,288,positive,3.5,3.5,2.5
Ses01F_script02_1_32.png,288,297,positive,3.25,3.5,2.5
Ses01F_script02_1_33.png,297,306,positive,3,3.5,2.5
Ses01F_script02_1_34.png,306,315,positive,3,3.5,2.5
Ses01F_script02_1_35.png,315,324,positive,3.166666667,2.666666667,2.5
Ses01F_script02_2_0.png,0,9,positive,4,2.5,2.333333333
Ses01F_script02_2_1.png,9,18,negative,3.3,2.4,2.5
Ses01F_script02_2_2.png,18,27,negative,3,3,3.25
Ses01F_script02_2_3.png,27,36,negative,2.5,3.5,3
Ses01F_script02_2_4.png,36,45,negative,2.75,3,2.25
Ses01F_script02_2_5.png,45,54,neutral,2.833333333,2.333333333,2.166666667
Ses01F_script02_2_6.png,54,63,negative,2.5,3.166666667,2.333333333
Ses01F_script02_2_7.png,63,72,negative,2.333333333,3.333333333,2.5
Ses01F_script02_2_8.png,72,81,negative,2,3.25,3.25
Ses01F_script02_2_9.png,81,90,negative,2.1,3.3,3.4
Ses01F_script02_2_10.png,90,99,negative,2.125,3.625,3.125
Ses01F_script02_2_11.png,99,108,negative,1.5,4,3.5
Ses01F_script02_2_12.png,108,117,negative,2,3,2.8
Ses01F_script02_2_13.png,117,126,negative,2,3,2.5
Ses01F_script02_2_14.png,126,135,negative,2,2.5,2.25
Ses01F_script02_2_15.png,135,144,negative,2.166666667,3.166666667,2.666666667
Ses01F_script02_2_16.png,144,153,neutral,2.5,2.5,2.25
Ses01F_script02_2_17.png,153,162,neutral,2.5,2.5,2.5
Ses01F_script02_2_18.png,162,171,neutral,2.5,2.25,2.25
Ses01F_script02_2_19.png,171,180,positive,2.5,2,2.25
Ses01F_script02_2_20.png,180,189,positive,2.75,2.25,2.5
Ses01F_script02_2_21.png,189,198,positive,3,2.5,2.5
Ses01F_script02_2_22.png,198,207,positive,3.166666667,2.5,2.5
Ses01F_script02_2_23.png,207,216,neutral,3.333333333,2.666666667,2.166666667
Ses01F_script02_2_24.png,216,225,neutral,2.75,2.75,2.25
Ses01F_script02_2_25.png,225,234,negative,2.5,2.166666667,2
Ses01F_script02_2_26.png,234,243,neutral,3.25,2.5,1.5
Ses01F_script02_2_27.png,243,252,neutral,3.357142857,2.285714286,2.071428571
Ses01F_script02_2_28.png,252,261,positive,3.5,2.25,2.25
Ses01F_script02_2_29.png,261,270,neutral,2.875,2.25,2.375
Ses01F_script02_2_30.png,270,279,negative,2.5,2.5,2.666666667
Ses01F_script02_2_31.png,279,288,negative,2.5,3,3.166666667
Ses01F_script02_2_32.png,288,297,negative,2,3.333333333,3.5
Ses01F_script02_2_33.png,297,306,negative,1.5,3.5,4
Ses01F_script02_2_34.png,306,315,negative,1.666666667,3.5,3.666666667
Ses01F_script02_2_35.png,315,324,negative,2.333333333,2.5,2.666666667
Ses01F_script02_2_36.png,324,333,negative,2.25,2.25,2.25
Ses01F_script02_2_37.png,333,342,negative,2.2,2.5,2.1
Ses01F_script02_2_38.png,342,351,negative,2.5,2,2
Ses01F_script02_2_39.png,351,360,negative,2,2.5,2
Ses01F_script02_2_40.png,360,369,negative,2.166666667,2.333333333,1.5
Ses01F_script02_2_41.png,369,378,negative,2.125,2.625,2
Ses01F_script02_2_42.png,378,387,negative,2.5,2.833333333,2.333333333
Ses01F_script02_2_43.png,387,396,negative,2.166666667,2.833333333,2.333333333
Ses01F_script02_2_44.png,396,405,negative,2,1.5,2
Ses01F_script02_2_45.png,405,414,neutral,3,2,2.5
Ses01F_script02_2_46.png,414,423,neutral,3.25,2,2.5
Ses01F_script02_2_47.png,423,432,neutral,3.833333333,2.333333333,2.333333333
Ses01F_script02_2_48.png,432,441,positive,4,2.375,2.375
Ses01F_script02_2_49.png,441,450,neutral,3.5,2.6,2
Ses01F_script02_2_50.png,450,459,neutral,3.25,2,1.75
Ses01F_script02_2_51.png,459,468,neutral,3.333333333,2,2
Ses01F_script02_2_52.png,468,477,neutral,3.5,2.666666667,2.333333333
Ses01F_script03_1_0.png,0,9,negative,2.375,3.625,1.25
Ses01F_script03_1_1.png,9,18,negative,2.5,3.375,1.25
Ses01F_script03_1_2.png,18,27,negative,3.1,3.1,1.7
Ses01F_script03_1_3.png,27,36,positive,3.75,2.625,2.125
Ses01F_script03_1_4.png,36,45,positive,3.833333333,3.5,2.166666667
Ses01F_script03_1_5.png,45,54,positive,4.1,3.2,2.4
Ses01F_script03_1_6.png,54,63,positive,4,3,2.5
Ses01F_script03_1_7.png,63,72,positive,3.1,2.7,2.3
Ses01F_script03_1_8.png,72,81,positive,3.666666667,3.166666667,2.5
Ses01F_script03_1_9.png,81,90,positive,4,3.333333333,2.666666667
Ses01F_script03_1_10.png,90,99,positive,3.666666667,2.833333333,2.5
Ses01F_script03_1_11.png,99,108,positive,3.666666667,3,2.5
Ses01F_script03_1_12.png,108,117,positive,4,2.333333333,2.333333333
Ses01F_script03_1_13.png,117,126,positive,3.875,2.5,2.25
Ses01F_script03_1_14.png,126,135,positive,3.5,2.625,2.375
Ses01F_script03_1_15.png,135,144,positive,3.25,3.125,2.25
Ses01F_script03_1_16.png,144,153,positive,3.666666667,2.5,2.5
Ses01F_script03_1_17.png,153,162,positive,4,2.666666667,2.666666667
Ses01F_script03_1_18.png,162,171,positive,4.166666667,3.5,2.666666667
Ses01F_script03_1_19.png,171,180,positive,4,3.166666667,2.666666667
Ses01F_script03_1_20.png,180,189,positive,4,3.5,2.5
Ses01F_script03_1_21.png,189,198,positive,4,3.5,2.75
Ses01F_script03_1_22.png,198,207,positive,4,3.5,2.5
Ses01F_script03_1_23.png,207,216,positive,4,3.375,2.25
Ses01F_script03_1_24.png,216,225,positive,3.75,3.25,2.375
Ses01F_script03_1_25.png,225,234,positive,3.7,2.5,2.3
Ses01F_script03_1_26.png,234,243,positive,3.666666667,3.333333333,2.5
Ses01F_script03_1_27.png,243,252,positive,3.75,3.25,2.125
Ses01F_script03_1_28.png,252,261,positive,4,4.25,2.5
Ses01F_script03_1_29.png,261,270,positive,4,3.5,2.375
Ses01F_script03_1_30.png,270,279,neutral,3,2.75,2.5
Ses01F_script03_2_0.png,0,9,positive,3.75,3.25,3.5
Ses01F_script03_2_1.png,9,18,neutral,3.333333333,3,3.666666667
Ses01F_script03_2_2.png,18,27,neutral,3,3.375,3.625
Ses01F_script03_2_3.png,27,36,positive,2.166666667,3.166666667,3.666666667
Ses01F_script03_2_4.png,36,45,neutral,2.5,3.666666667,4
Ses01F_script03_2_5.png,45,54,neutral,2.7,2.7,3.3
Ses01F_script03_2_6.png,54,63,negative,2.666666667,2.833333333,3.666666667
Ses01F_script03_2_7.png,63,72,negative,2.166666667,2.833333333,3.666666667
Ses01F_script03_2_8.png,72,81,negative,2.5,3.125,3.375
Ses01F_script03_2_9.png,81,90,negative,2.125,3.625,3.75
Ses01F_script03_2_10.png,90,99,negative,1.833333333,3.5,4
Ses01F_script03_2_11.png,99,108,negative,1.7,3.3,4
Ses01F_script03_2_12.png,108,117,neutral,2.5,3,3.333333333
Ses01F_script03_2_13.png,117,126,negative,3,2.666666667,3.833333333
Ses01F_script03_2_14.png,126,135,neutral,2.583333333,3.083333333,3.916666667
Ses01F_script03_2_15.png,135,144,negative,1.875,3.5,4.125
Ses01F_script03_2_16.png,144,153,negative,1.625,4,4.375
Ses01F_script03_2_17.png,153,162,negative,1.666666667,4.333333333,4.833333333
Ses01F_script03_2_18.png,162,171,negative,2,3.833333333,4.666666667
Ses01F_script03_2_19.png,171,180,negative,1.666666667,3.666666667,4.333333333
Ses01F_script03_2_20.png,180,189,negative,1.833333333,3.666666667,4.333333333
Ses01F_script03_2_21.png,189,198,negative,2.833333333,3.833333333,4.166666667
Ses01F_script03_2_22.png,198,207,negative,2.5,3.25,4
Ses01F_script03_2_23.png,207,216,negative,2.875,3.75,4.375
Ses01F_script03_2_24.png,216,225,negative,3.5,3.25,4
Ses01F_script03_2_25.png,225,234,negative,2.625,2.875,3
