% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[107.7994 - 113.8142],Ses05F_script02_2_F011,fru,"[2.0000, 3.5000, 3.5000]","[ ' want ' , ' see ' , ' always ' , ' want ' , ' see ' , ' augie ' ]"
[117.7200 - 120.6645],Ses05F_script02_2_F012,fru,"[2.0000, 4.0000, 4.5000]","[ ' heaven ' , ' sake ' , ' fish ' ]"
[145.3100 - 157.0543],Ses05F_script02_2_F013,sad,"[2.5000, 2.0000, 3.5000]","[ ' augie ' , ' remember ' , ' first ' , ' time ' , ' come ' , ' see ' , ' four ' , ' year ' , ' ago ' , ' right ' , ' get ' , ' marry ' , ' thought ' , ' pregnant ' ]"
[157.2548 - 181.3810],Ses05F_script02_2_F014,sad,"[2.5000, 2.0000, 3.5000]","[ ' bottle ' , ' champagne ' , ' glass ' , ' ask ' , ' dance ' , ' take ' , ' shoe ' , ' dance ' , ' say ' , ' intimate ' , ' thing ' , ' right ' , ' ear ' , ' could ' , ' feel ' , ' much ' , ' hear ' ]"
[181.4813 - 192.0072],Ses05F_script02_2_F015,hap,"[3.0000, 2.0000, 3.5000]","[ ' remember ' , ' think ' , ' finally ' , ' finally ' , ' happy ' , ' suppose ' ]"
[197.7213 - 203.7028],Ses05F_script02_2_F016,sad,"[4.0000, 2.5000, 3.5000]","[ ' dance ' , ' barefoot ' , ' sand ' , ' drink ' , ' champagne ' , ' bottle ' ]"
[213.0412 - 219.0072],Ses05F_script02_2_F017,sad,"[2.0000, 2.5000, 3.5000]","[ ' rather ' , ' remember ' , ' thing ' , ' rather ' , ' hope ' , ' thing ' ]"
[247.6200 - 252.0554],Ses05F_script02_2_F024,fru,"[1.5000, 3.5000, 4.0000]","[ ' want ' , ' something ' , ' turn ' , ' way ' , ' suppose ' , ' turn ' ]"
[292.7100 - 297.7349],Ses05F_script02_2_F025,sad,"[1.5000, 4.0000, 4.0000]","[ ' even ' , ' anything ' ]"
[298.2600 - 303.5158],Ses05F_script02_2_F026,sad,"[2.0000, 3.5000, 4.0000]","[ ' sure ' , ' stand ' , ' wait ' , ' fight ' ]"
[304.7522 - 309.1296],Ses05F_script02_2_F027,sad,"[2.0000, 2.5000, 3.0000]","[ ' anything ' , ' like ' , ' thought ' , ' would ' ]"
[312.8054 - 332.1197],Ses05F_script02_2_F028,sad,"[1.5000, 3.0000, 3.0000]","[ ' mean ' , ' mean ' , ' include ' , ' lot ' , ' everything ' , ' know ' , ' sand ' , ' full ' , ' moon ' , ' just - I ' , ' sorry ' , ' could ' , ' help ' , ' wish ' , ' somewhere ' , ' else ' ]"
[336.0962 - 338.1012],Ses05F_script02_2_F029,sad,"[2.5000, 2.5000, 2.0000]",[ ' say ' ]
[341.9774 - 349.5294],Ses05F_script02_2_F030,sad,"[2.0000, 2.0000, 3.5000]","[ ' heaven ' , ' sake ' , ' augie ' , ' wherever ' , ' always ' , ' want ' ]"
[350.9997 - 354.6800],Ses05F_script02_2_F031,xxx,"[2.0000, 2.0000, 3.0000]","[ ' heaven ' , ' sake ' , ' know ' ]"
[358.2843 - 374.7917],Ses05F_script02_2_F032,sad,"[2.0000, 2.5000, 3.5000]","[ ' whatever ' , ' want ' , ' mean ' , ' probably ' , ' one ' , ' wish ' , ' somebody ' , ' else ' , ' somebody ' , ' take ' , ' everything ' , ' hard ' , ' know ' , ' enjoy ' ]"
[380.7063 - 387.5566],Ses05F_script02_2_F033,hap,"[4.0000, 2.0000, 3.0000]","[ ' good ' , ' maybe ' , ' wrong ' , ' spot ' , ' right ' , ' person ' ]"
[394.0058 - 403.8969],Ses05F_script02_2_F034,hap,"[4.0000, 2.0000, 3.0000]","[ ' yes ' , ' notice ' , ' look ' , ' really ' , ' beautiful ' , ' water ' , ' gold ' , ' white ' , ' moon ' ]"
[406.9377 - 409.4500],Ses05F_script02_2_F035,xxx,"[4.5000, 3.5000, 3.5000]","[ ' augie ' , ' buy ' , ' refreshment ' ]"
[410.5132 - 412.9860],Ses05F_script02_2_F036,xxx,"[4.5000, 3.0000, 3.5000]","[ ' well ' , ' need ' , ' glass ' ]"
[418.3600 - 424.2471],Ses05F_script02_2_F037,hap,"[4.0000, 2.5000, 3.5000]","[ ' begin ' , ' think ' , ' maybe ' , ' spot ' ]"
[6.2100 - 10.0200],Ses05F_script02_2_M000,exc,"[4.0000, 3.0000, 3.0000]","[ ' well ' , ' think ' ]"
[11.2611 - 14.0100],Ses05F_script02_2_M001,fru,"[3.5000, 3.5000, 3.0000]",[ ' say ' ]
[15.0400 - 21.0520],Ses05F_script02_2_M002,neu,"[3.0000, 3.5000, 3.0000]","[ ' certainly ' , ' slightly ' , ' exaggerated ' , ' scientific ' , ' fact ' ]"
[25.2700 - 27.5000],Ses05F_script02_2_M003,neu,"[2.5000, 4.0000, 3.0000]","[ ' one ' , ' look ' , ' people ' ]"
[38.0200 - 41.0346],Ses05F_script02_2_M004,xxx,"[3.0000, 3.0000, 2.0000]","[ ' talk ' , ' thing ' ]"
[43.1064 - 49.6559],Ses05F_script02_2_M005,neu,"[3.0000, 3.0000, 3.5000]","[ ' carla ' , ' ask ' , ' question ' , ' upset ' , ' period ' ]"
[53.5600 - 55.4702],Ses05F_script02_2_M006,fru,"[2.5000, 3.5000, 3.0000]",[ ' bug ' ]
[59.9814 - 70.8081],Ses05F_script02_2_M007,fru,"[3.0000, 4.0000, 4.0000]","[ ' nothing ' , ' come ' , ' grunion ' , ' arrive ' , ' little ' , ' fish ' , ' thing ' , ' say ' , ' oh ' , ' wow ' , ' look ' , ' little ' , ' fish ' , ' go ' , ' home ' , ' go ' , ' home ' ]"
[83.5300 - 86.0000],Ses05F_script02_2_M009,fru,"[2.0000, 3.5000, 3.0000]","[ ' miss ' , ' twice ' , ' ever ' ]"
[87.6497 - 89.3200],Ses05F_script02_2_M010,neu,"[3.0000, 3.5000, 3.0000]","[ ' well ' , ' see ' , ' year ' ]"
[106.2289 - 108.5011],Ses05F_script02_2_M011,fru,"[2.0000, 3.5000, 4.0000]","[ ' think ' , ' want ' , ' see ' ]"
[114.7833 - 118.8934],Ses05F_script02_2_M012,fru,"[2.0000, 3.5000, 3.0000]","[ ' fish ' , ' nothing ' , ' get ' , ' traumatize ' ]"
[120.1632 - 127.0803],Ses05F_script02_2_M013,fru,"[3.0000, 3.5000, 3.0000]","[ ' okay ' , ' try ' , ' work ' , ' backwards ' , ' seem ' , ' pinpoint ' , ' moment ' , ' take ' , ' turn ' , ' bad ' ]"
[127.1806 - 139.0736],Ses05F_script02_2_M014,xxx,"[2.5000, 4.0000, 3.5000]","[ ' phone ' , ' marge ' , ' everything ' , ' fine ' , ' dinner ' , ' okay ' , ' dish ' , ' problem ' , ' let ' , ' see ' , ' take ' , ' shower ' , ' watch ' , ' news ' , ' say ' , ' grunion ' , ' run ' , ' tonight ' , ' say ' , ' great ' , ' let ' , ' go ' , ' feel ' , ' lucky ' ]"
[139.1070 - 145.9937],Ses05F_script02_2_M015,xxx,"[2.5000, 4.0000, 3.5000]","[ ' right ' , ' put ' , ' jacket ' , ' put ' , ' animal ' , ' pull ' , ' car ' , ' garage ' ]"
[191.8300 - 197.3700],Ses05F_script02_2_M016,neu,"[4.0000, 3.5000, 2.5000]","[ ' wait ' , ' minute ' , ' get ' ]"
[203.3018 - 214.6297],Ses05F_script02_2_M017,xxx,"[3.5000, 4.0000, 3.5000]","[ ' car ' , ' right ' , ' pass ' , ' knickerbocker ' , ' liquor ' , ' locker ' , ' say ' , ' let ' , ' get ' , ' champagne ' , ' say ' , ' time ' , ' waste ' , ' something ' , ' like ' , ' right ' , ' course ' ]"
[218.1200 - 225.4899],Ses05F_script02_2_M018,exc,"[3.5000, 4.0000, 3.0000]","[ ' okay ' , ' right ' , ' get ' , ' want ' , ' like ' , ' time ' , ' okay ' , ' problem ' , ' listen ' , ' want ' , ' dance ' ]"
[226.8933 - 229.0654],Ses05F_script02_2_M019,exc,"[3.5000, 3.5000, 3.0000]","[ ' want ' , ' go ' , ' get ' , ' champagne ' ]"
[230.1347 - 231.9200],Ses05F_script02_2_M020,exc,"[3.5000, 3.5000, 3.0000]","[ ' take ' , ' shoe ' ]"
[232.3735 - 235.2807],Ses05F_script02_2_M021,xxx,"[3.0000, 3.0000, 3.0000]","[ ' want ' , ' whisper ' , ' ear ' ]"
[236.1829 - 238.8400],Ses05F_script02_2_M022,fru,"[3.0000, 3.5000, 3.0000]","[ ' want ' , ' get ' , ' marry ' ]"
[239.3574 - 242.7100],Ses05F_script02_2_M023,fru,"[2.0000, 3.5000, 3.5000]","[ ' want ' , ' divorce ' ]"
[242.8661 - 249.4500],Ses05F_script02_2_M024,fru,"[2.0000, 4.5000, 4.5000]","[ ' vacation ' , ' new ' , ' carpet ' , ' poodle ' , ' bag ' , ' ice ' , ' cream ' , ' suicide ' , ' pack ' , ' carla ' , ' hell ' , ' want ' ]"
[251.1866 - 253.6928],Ses05F_script02_2_M025,ang,"[2.0000, 4.5000, 4.5000]","[ ' welcome ' , ' human ' , ' race ' ]"
[253.7262 - 270.2149],Ses05F_script02_2_M026,xxx,"[1.5000, 4.5000, 5.0000]","[ ' think ' , ' mind ' , ' think ' , ' propose ' , ' great ' , ' fantasy ' , ' go ' , ' four ' , ' year ' , ' road ' , ' end ' , ' beach ' , ' argue ' , ' fish ' , ' think ' , ' know ' , ' would ' , ' time ' , ' look ' , ' like ' , ' use ' , ' kleenex ' , ' look ' , ' think ' , ' holy ' , ' hell ' , ' next ' , ' flight ' , ' alaska ' ]"
[270.2483 - 288.2782],Ses05F_script02_2_M027,fru,"[1.5000, 4.0000, 5.0000]","[ ' like ' , ' thought ' , ' peach ' , ' rose ' , ' sand ' , ' toe ' , ' wind ' , ' hair ' , ' fish ' , ' always ' , ' come ' , ' bill ' , ' always ' , ' magically ' , ' pay ' , ' three ' , ' fat ' , ' rosy ' , ' kid ' , ' haha ' , ' baby ' , ' joke ' , ' we ' ]"
[288.3116 - 293.2200],Ses05F_script02_2_M028,xxx,"[2.0000, 4.5000, 5.0000]","[ ' know ' , ' carla ' , ' know ' , ' get ' ]"
[297.2700 - 298.9400],Ses05F_script02_2_M029,xxx,"[3.0000, 3.0000, 3.0000]",[ ' yes ' ]
[302.9811 - 304.3512],Ses05F_script02_2_M030,xxx,"[3.0000, 2.5000, 3.0000]",[ ' right ' ]
[308.5950 - 312.7386],Ses05F_script02_2_M031,sad,"[2.5000, 2.5000, 2.5000]","[ ' know ' , ' either ' ]"
[332.5875 - 336.5306],Ses05F_script02_2_M032,sad,"[2.0000, 2.5000, 3.0000]","[ ' maybe ' , ' somebody ' , ' else ' ]"
[337.5900 - 342.5200],Ses05F_script02_2_M033,sad,"[1.5000, 2.5000, 2.5000]","[ ' know ' , ' know ' , ' make ' , ' happy ' ]"
[349.2620 - 351.2002],Ses05F_script02_2_M034,xxx,"[3.5000, 3.0000, 2.5000]",[ ' yeah ' ]
[374.2571 - 381.1073],Ses05F_script02_2_M035,hap,"[4.0000, 2.5000, 3.0000]","[ ' actually ' , ' mention ' ]"
[387.1700 - 393.8721],Ses05F_script02_2_M036,hap,"[4.0000, 3.5000, 3.0000]","[ ' know ' , ' seem ' , ' like ' , ' pretty ' , ' good ' , ' spot ' , ' mean ' , ' look ' , ' view ' , ' moon ' , ' get ' ]"
[404.2645 - 407.2719],Ses05F_script02_2_M037,hap,"[4.0000, 3.5000, 3.0000]","[ ' well ' , ' look ' , ' get ' ]"
[408.9600 - 411.1700],Ses05F_script02_2_M038,xxx,"[4.0000, 3.0000, 3.0000]","[ ' well ' , ' champagne ' ]"
[413.0528 - 417.4700],Ses05F_script02_2_M039,xxx,"[4.0000, 3.0000, 2.0000]","[ ' still ' , ' cold ' , ' still ' , ' want ' , ' go ' , ' home ' ]"
[428.1568 - 433.3362],Ses05F_script02_2_M040,hap,"[4.0000, 3.0000, 2.5000]","[ ' shh ' , ' quiet ' , ' fish ' , ' might ' , ' come ' ]"
