% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[189.2800 - 200.1600],Ses05F_impro02_M026,neg,"[1.5000, 3.5000, 1.5000]","[ ' people ' , ' somebody ' , ' else ' , ' go ' , ' instead ' , ' right ' ]"
[233.4100 - 240.2300],Ses05F_impro02_M029,neg,"[1.5000, 3.0000, 1.0000]","[ ' understand ' , ' worried ' , ' know ' , ' go ' , ' happen ' ]"
[249.9654 - 252.0563],Ses05F_impro02_M031,neg,"[1.5000, 1.5000, 1.0000]",[ ' jus ' ]
[262.9800 - 264.8200],Ses05F_impro02_M032,neg,"[1.5000, 3.5000, 1.0000]",[ ' know ' ]
[269.5200 - 278.8500],Ses05F_impro02_M033,neg,"[1.5000, 3.0000, 1.0000]","[ ' yeah ' , ' guess ' , ' know ' , ' go ' , ' say ' ]"
[280.4300 - 286.6900],Ses05F_impro02_M034,neg,"[2.0000, 2.5000, 1.5000]","[ ' yeah ' , ' call ' , ' figure ' , ' something ' , ' sorry ' , ' sorry ' , ' sorry ' , ' right ' ]"
[289.0500 - 291.1800],Ses05F_impro02_M035,neg,"[1.5000, 3.5000, 1.5000]",[ ' know ' ]
[293.4100 - 299.9900],Ses05F_impro02_M036,neg,"[1.5000, 3.0000, 2.0000]","[ ' time ' , ' every ' , ' day ' , ' every ' , ' day ' , ' e - mail ' , ' stuff ' , ' like ' , ' right ' , ' send ' , ' picture ' ]"
[315.4100 - 319.4100],Ses05F_impro02_M039,pos,"[1.5000, 4.0000, 1.0000]","[ ' three ' , ' week ' ]"
[332.8230 - 335.1399],Ses05F_impro02_M041,neg,"[2.0000, 2.5000, 2.0000]",[ ' love ' ]
