% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[287.4000 - 289.7200],Ses05M_script01_1_F030,xxx,"[2.5000, 2.0000, 3.0000]",Just give it some more thought.
[306.2900 - 308.3000],Ses05M_script01_1_F031,sur,"[2.5000, 2.5000, 3.0000]",What the hell is this?
[311.6600 - 313.4200],Ses05M_script01_1_F032,ang,"[1.5000, 3.0000, 3.5000]",Are you crazy?
[317.9200 - 323.0400],Ses05M_script01_1_F033,xxx,"[2.0000, 3.0000, 3.5000]","What?  You mean?  Tell me something, you mean that you would leave the business?"
[325.0600 - 327.2300],Ses05M_script01_1_F034,xxx,"[2.0000, 3.0000, 3.5000]",You cannot think like that.
[330.7700 - 336.8900],Ses05M_script01_1_F035,ang,"[1.5000, 3.0000, 4.0000]","All right.  But do not think like that.  Because what the hell did we work for, Chris?  I mean, this whole thing, it is all for you."
[339.5700 - 342.0300],Ses05M_script01_1_F036,ang,"[2.0000, 2.5000, 3.5000]",Just do not think that way.  Do you hear me?
[346.2700 - 348.7900],Ses05M_script01_1_F037,fru,"[2.0000, 2.5000, 2.5000]","I do not understand you, do I?"
[353.5200 - 356.0700],Ses05M_script01_1_F038,fru,"[2.0000, 3.0000, 3.5000]","Yeah, I can see that."
[9.6400 - 11.4400],Ses05M_script01_1_M000,xxx,"[2.5000, 2.5000, 3.0000]",He saw it.
[16.5700 - 18.6700],Ses05M_script01_1_M001,xxx,"[2.5000, 2.5000, 3.0000]",He was out here when it broke.
[19.5300 - 28.2000],Ses05M_script01_1_M002,xxx,"[2.0000, 3.0000, 3.5000]","I do not know, like, four o'clock this morning.  I heard a crack, and I woke up, and I looked out the window and he was standing right there when it broke."
[30.9600 - 37.3000],Ses05M_script01_1_M003,xxx,"[2.0000, 2.5000, 3.5000]","I do not know, but after it broke he ran back inside and started crying in the kitchen."
[39.0200 - 43.0800],Ses05M_script01_1_M004,sad,"[2.0000, 3.0000, 3.0000]",No.  I figured it was best to leave him alone.
[44.9800 - 47.9600],Ses05M_script01_1_M005,xxx,"[2.0000, 3.0000, 3.0000]",I could hear him right through the floor in my room.
[58.4400 - 60.4100],Ses05M_script01_1_M006,xxx,"[2.0000, 2.0000, 2.5000]",I guess he is.
[63.6700 - 69.0800],Ses05M_script01_1_M007,xxx,"[2.0000, 2.5000, 3.5000]","I do not know the meaning of it, but you know one thing Mom, we made a terrible mistake with dad."
[69.4500 - 73.9100],Ses05M_script01_1_M008,xxx,"[2.0000, 3.5000, 3.5000]",Being dishonest with him.  It is the kind of thing that pays off and now it is paying off.
[74.4200 - 81.9000],Ses05M_script01_1_M009,fru,"[2.0000, 4.0000, 4.0000]",You know that Larry's not coming back and I know it.  So why do we go on letting him think that we believe with him?
[84.6800 - 92.0700],Ses05M_script01_1_M010,fru,"[2.0000, 4.0000, 4.5000]",I do not want to argue with him.  But it is time he knows that nobody else thinks that Larry's alive anymore.
[92.0800 - 103.1400],Ses05M_script01_1_M011,ang,"[2.0000, 4.0000, 4.0000]","Why should he dream about him, walking around looking for him at night?  Do we contradict him?  Do we say straight out that we do not have any hope anymore, that we haven't had any hope for years now?"
[103.5200 - 106.0500],Ses05M_script01_1_M012,fru,"[2.0000, 3.5000, 3.5000]",We have to say it to him.
[108.5600 - 114.2800],Ses05M_script01_1_M013,ang,"[1.0000, 4.0000, 4.5000]",For Gods sake!  Three years!  Nobody comes back after three years.  That is insane!
[124.9500 - 128.5500],Ses05M_script01_1_M014,xxx,"[2.5000, 3.0000, 3.0000]","Sit down, mom.  I want to talk to you."
[132.7200 - 140.2200],Ses05M_script01_1_M015,fru,"[2.0000, 4.0000, 4.0000]","All right.  All right, mom.  Just listen.  You know why I invited Annie her, do not you?"
[141.7100 - 143.1500],Ses05M_script01_1_M016,neu,"[2.5000, 3.0000, 3.0000]",You know.
[146.8900 - 149.7500],Ses05M_script01_1_M017,neu,"[3.0000, 2.5000, 4.0000]",I'm going to ask her to marry me.
[152.6700 - 154.7700],Ses05M_script01_1_M018,fru,"[2.0000, 3.5000, 4.0000]",It is not just my business.
[157.4900 - 159.7500],Ses05M_script01_1_M019,fru,"[2.0000, 4.0000, 4.0000]",So it is okay then?  I should just go ahead and do it?
[161.1300 - 163.9200],Ses05M_script01_1_M020,ang,"[1.5000, 4.0000, 4.5000]","Oh, so it is not just my business?"
[164.3800 - 170.8100],Ses05M_script01_1_M021,ang,"[1.5000, 4.0000, 4.0000]",You infuriate me sometimes.  Do you know that?  God.
[172.5200 - 181.0800],Ses05M_script01_1_M022,ang,"[2.0000, 4.0000, 4.5000]","Is not it your business, too, if dad -- if I tell dad and he throws a fit about it?  I mean, you have such a talent for ignoring things."
[182.7800 - 185.0100],Ses05M_script01_1_M023,ang,"[1.5000, 4.5000, 4.5000]",She is not Larry's girl!
[200.3900 - 210.4000],Ses05M_script01_1_M024,fru,"[1.5000, 4.0000, 4.5000]","I do not know why it is but everytime I reach out for something I- that I want, I have to pull back because I might hurt somebody else.  My whole bloody life; time after time after time."
[211.4400 - 213.4600],Ses05M_script01_1_M025,ang,"[1.0000, 4.5000, 5.0000]",To hell with that!
[215.8500 - 219.2300],Ses05M_script01_1_M026,xxx,"[2.0000, 3.0000, 3.5000]",I wanted to get this taken care of first.
[225.4700 - 240.2700],Ses05M_script01_1_M027,xxx,"[2.0000, 3.5000, 4.5000]","Well, if that is the case, then that is the end of it.  But from her letters it sounds like she has forgotten him.  I'll find out.  And then we'll thrash it out with dad, all right?  Mom, do not avoid me."
[243.6100 - 246.6300],Ses05M_script01_1_M028,ang,"[2.0000, 3.5000, 4.0000]",So what?  I'm not fast with women.
[248.5400 - 250.4800],Ses05M_script01_1_M029,fru,"[2.5000, 3.0000, 4.0000]",Because it is.
[255.4806 - 264.7700],Ses05M_script01_1_M030,fru,"[1.5000, 4.0000, 4.5000]","I know her best, all right?  I do not know.  I grew up next to her.  When I think of somebody for my wife these days, I think of Annie.  What do you want, a diagram?"
[284.7400 - 287.2700],Ses05M_script01_1_M031,xxx,"[2.0000, 2.0000, 3.0000]","All right then, mom."
[289.7000 - 301.7700],Ses05M_script01_1_M032,ang,"[2.0000, 4.0000, 4.5000]","I've given it three years of thought.  I hoped that if I'd waited, dad would have forgotten about it by now.  And we could have like a normal wedding and everybody happy."
[302.0800 - 306.7100],Ses05M_script01_1_M033,ang,"[2.0000, 3.0000, 4.0000]","But if that cannot happen, I'll just have to get out."
[307.8300 - 312.0400],Ses05M_script01_1_M034,ang,"[2.0000, 4.0000, 3.5000]","I'll get out.  I'll go get married and live someplace else.  I do not know, maybe New York."
[313.0100 - 318.0700],Ses05M_script01_1_M035,ang,"[1.5000, 4.0000, 4.5000]",I have been a good son for too long.  A good sucker.  I'm through with it.
[322.7500 - 325.0300],Ses05M_script01_1_M036,ang,"[2.5000, 3.5000, 4.0000]","Yes.  On this, I would."
[327.1500 - 331.0700],Ses05M_script01_1_M037,ang,"[2.0000, 3.0000, 3.5000]","Well, you help me stay here."
[335.8800 - 340.0500],Ses05M_script01_1_M038,fru,"[2.0000, 4.5000, 4.5000]","I know that, mom.  Just, you help me stay here."
[341.4800 - 344.0500],Ses05M_script01_1_M039,xxx,"[1.5000, 4.5000, 4.5000]",I am thinking that way.
[348.4300 - 353.6000],Ses05M_script01_1_M040,fru,"[1.5000, 4.0000, 4.5000]","No, you do not.  I'm a pretty tough guy."
