% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[48.3219 - 52.3600],Ses05F_impro05_M007,neu,"[2.5000, 3.5000, 3.5000]","['sure', 'absolutely', 'keep', 'eye']"
[55.7500 - 62.8100],Ses05F_impro05_M008,neu,"[2.5000, 2.0000, 3.5000]","['well', 'miracle', 'worker', 'know', 'bag', 'right']"
[66.4800 - 75.1483],Ses05F_impro05_M009,neu,"[2.5000, 3.0000, 4.0000]","['well', 'told', 'left', 'heath', 'row', 'seems', 'arrived', 'find', 'then-are', 'sure', 'know', 'bag', 'looks', 'like']"
[77.2100 - 81.6200],Ses05F_impro05_M010,neu,"[2.5000, 2.5000, 3.5000]","['okay', 'kind', 'bag']"
[87.2100 - 89.4700],Ses05F_impro05_M011,fru,"[3.5000, 2.5000, 3.0000]","['could', 'find']"
[91.3800 - 93.1400],Ses05F_impro05_M012,neu,"[2.5000, 2.0000, 3.0000]",['sure']
[94.5800 - 100.5600],Ses05F_impro05_M013,fru,"[3.0000, 2.5000, 4.0000]","['well', 'obviously', 'going', 'ask', 'questions', 'asked', 'get', 'point']"
[100.5900 - 112.7200],Ses05F_impro05_M014,neu,"[3.0000, 3.0000, 3.5000]","['right', 'um', 'green', 'travel', 'bag', 'could', 'find', 'something', 'important', 'need']"
[115.4200 - 117.4300],Ses05F_impro05_M015,neu,"[3.0000, 2.5000, 3.0000]","['sentimental', 'value']"
[117.7700 - 127.4300],Ses05F_impro05_M016,neu,"[2.5000, 3.0000, 3.5000]","['right', 'well', 'know', 'tell', 'um', 'offer', 'fifty', 'dollar', 'voucher', 'next', 'flight']"
[131.0820 - 138.8300],Ses05F_impro05_M017,neu,"[2.5000, 2.5000, 4.0000]","['understand', 'mean', 'got', 'tough', 'sentimental', 'things', 'um']"
[141.7156 - 147.4300],Ses05F_impro05_M018,neu,"[2.5000, 3.0000, 3.5000]","['well', 'know', 'sometimes', 'really', 'mean', 'else', 'could']"
[149.4600 - 150.5700],Ses05F_impro05_M019,neu,"[2.5000, 3.5000, 2.5000]",['well']
[150.6000 - 151.8076],Ses05F_impro05_M020,fru,"[2.5000, 3.0000, 3.0000]","['obviously', ""ma'am""]"
[151.8400 - 153.0900],Ses05F_impro05_M021,fru,"[2.5000, 2.5000, 3.0000]","['sorry', ""ma'am""]"
[153.4600 - 160.0793],Ses05F_impro05_M022,neu,"[2.5000, 2.5000, 3.5000]","[""let's"", 'let', 'relax', 'moment', ""ma'am"", 'understand', 'obviously', 'going', 'everything', 'keep', 'luggage']"
[160.1078 - 165.6000],Ses05F_impro05_M023,neu,"[2.5000, 2.5000, 4.0000]","['obviously', 'trying', 'lose', 'luggage', 'really', 'believe', 'trying', 'lose', 'luggage', ""ma'am""]"
[168.0300 - 172.2300],Ses05F_impro05_M024,xxx,"[2.5000, 2.5000, 3.5000]","['well', 'knew', 'know', 'would']"
[180.2400 - 185.1900],Ses05F_impro05_M025,neu,"[2.5000, 3.5000, 3.5000]","['well', 'talking', 'one', 'bag', 'personally', 'made']"
[185.2800 - 188.7000],Ses05F_impro05_M026,fru,"[3.0000, 2.5000, 3.0000]","['cost', 'ticket']"
[197.6600 - 204.1600],Ses05F_impro05_M027,fru,"[2.5000, 3.0000, 3.5000]","[""ma'am"", 'international', 'flights', 'cheap', 'many', 'reasons', 'solely', 'baggage']"
[206.8200 - 208.8900],Ses05F_impro05_M028,fru,"[3.0000, 2.5000, 2.5000]","['right', 'yes', ""ma'am""]"
[211.1100 - 221.4000],Ses05F_impro05_M029,fru,"[2.5000, 3.0000, 4.0000]","['right', 'also', 'read', 'fine', 'print', 'agreement', 'see', 'bear', 'responsibility', 'lost', 'luggage', 'fifty', 'dollar', 'voucher']"
[225.7100 - 228.4669],Ses05F_impro05_M030,neu,"[3.0000, 3.0000, 3.0000]","['well', 'understand', 'buy', 'flight', 'insurance']"
[229.6000 - 233.5600],Ses05F_impro05_M031,neu,"[2.5000, 3.0000, 3.5000]","['well', 'hands', 'really', 'tied']"
[238.7900 - 245.4500],Ses05F_impro05_M032,neu,"[3.0000, 3.5000, 4.0000]","['well', 'like', 'kind', 'insurance', 'not-when', 'get', 'get', 'know', 'like']"
[250.9600 - 258.6600],Ses05F_impro05_M033,neu,"[2.0000, 3.0000, 4.0000]","['well', 'course', 'got', 'backpack', 'whole', 'time', 'said', 'travel', 'bag', 'carrying', 'important']"
[259.2500 - 262.1400],Ses05F_impro05_M034,neu,"[3.0000, 3.0000, 3.0000]","['uh', 'really', 'heavy']"
[264.9292 - 271.5100],Ses05F_impro05_M035,fru,"[3.0000, 3.0000, 3.5000]","['well', 'know', 'could', 'still', 'turn', 'offer', 'fifty', 'dollar', 'voucher']"
[271.5600 - 278.3100],Ses05F_impro05_M036,neu,"[2.5000, 3.0000, 3.5000]","['sorry', ""ma'am"", 'nothing', 'else', 'hands', 'really', 'tied', 'really', 'wish', 'something', 'else', 'could']"
[278.5600 - 280.9100],Ses05F_impro05_M037,neu,"[2.5000, 3.0000, 2.5000]","['well', 'know', 'would', 'believe']"
[280.9700 - 283.4400],Ses05F_impro05_M038,fru,"[2.5000, 3.0000, 3.0000]","['obviously', 'everything']"
[289.8300 - 296.5900],Ses05F_impro05_M039,neu,"[2.5000, 3.0000, 4.0000]","['well', 'way', 'give', 'money', 'giving', 'much', 'money', 'figuring', 'far', 'figuring', 'bag']"
[298.0000 - 299.4600],Ses05F_impro05_M040,neu,"[2.5000, 2.5000, 3.0000]",['makes']
[301.5300 - 304.5800],Ses05F_impro05_M041,neu,"[3.0000, 3.0000, 3.5000]","['airline', 'makes', 'rules', 'mom', ""ma'am""]"
[306.9000 - 313.5800],Ses05F_impro05_M042,xxx,"[2.5000, 3.0000, 3.5000]","['gone', 'computer', 'told', 'exactly', 'see', 'computer', 'luggage', 'arrive']"
[319.4600 - 326.9644],Ses05F_impro05_M043,fru,"[3.0000, 3.0000, 4.0000]","['well', 'take', 'stinking', 'fifty', 'dollar', 'voucher', 'go', 'home', 'wait', 'see', 'luggage', 'turns', 'deliver']"
[326.9800 - 329.3014],Ses05F_impro05_M044,fru,"[3.0000, 3.0000, 3.0000]","['guarantee', 'absolutely']"
[330.6000 - 334.1400],Ses05F_impro05_M045,fru,"[2.5000, 2.5000, 3.5000]","['guarantee', 'finding', 'luggage', 'lost']"
[337.5200 - 342.5400],Ses05F_impro05_M046,fru,"[3.0000, 3.0000, 3.5000]","['right', 'well', 'home', 'lose', 'something', 'guarantee', 'going', 'find', 'later']"
[343.9700 - 346.4064],Ses05F_impro05_M047,fru,"[2.5000, 3.0000, 3.5000]","['well', 'sounds', 'like', 'ridiculous']"
[355.6200 - 357.0000],Ses05F_impro05_M048,neu,"[3.0000, 3.0000, 2.5000]",['right']
[358.1000 - 365.2600],Ses05F_impro05_M049,fru,"[2.5000, 3.5000, 4.5000]","['understand', ""ma'am"", 'things', 'get', 'lost', 'nothing', 'things', 'happen', 'accidents', 'happen']"
[365.3000 - 370.5300],Ses05F_impro05_M050,neu,"[2.5000, 3.5000, 4.0000]","['really', 'would', 'love', 'able', 'hand', 'bag', 'right', 'obviously']"
[371.6300 - 374.1600],Ses05F_impro05_M051,neu,"[3.0000, 2.5000, 2.5000]","['like', 'fifty', 'dollar', 'voucher']"
[375.1000 - 385.1400],Ses05F_impro05_M052,neu,"[3.5000, 3.0000, 3.5000]","['okay', 'fill', 'three', 'forms', 'um', 'sent', 'within', 'next', 'three', 'weeks', 'course', 'definitely', 'keep', 'eye', 'bag']"
[386.3900 - 388.2700],Ses05F_impro05_M053,neu,"[4.0000, 2.5000, 3.0000]","['wonderful', 'day']"
