% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[183.2400 - 193.3300],Ses05M_script02_2_F014,sad,"[2.0000, 2.3333, 2.3333]","['And', 'I', 'remember', 'thinking', 'to', 'myself', ',', 'finally', '.', 'I', 'am', 'as', 'happy', 'as', 'I', 'am', 'supposed', 'to', 'be', '.']"
[201.2900 - 207.0300],Ses05M_script02_2_F015,sad,"[2.0000, 1.6667, 1.6667]","['Dancing', 'barefoot', 'in', 'the', 'sand', ',', 'drinking', 'champagne', 'out', 'of', 'the', 'bottle', '.']"
[216.6100 - 222.9000],Ses05M_script02_2_F016,sad,"[2.0000, 2.0000, 2.0000]","['I', 'would', 'rather', 'not', 'remember', 'some', 'things', '.', 'I', ""'d"", 'rather', 'not', 'hope', 'for', 'something', '.']"
[230.0000 - 231.3200],Ses05M_script02_2_F017,sad,"[2.3333, 1.3333, 1.6667]","['No', '.']"
[233.4900 - 234.9800],Ses05M_script02_2_F018,sad,"[2.3333, 2.3333, 1.6667]","['No', '.']"
[235.4200 - 236.5400],Ses05M_script02_2_F019,sad,"[2.0000, 2.0000, 1.6667]","['No', '.']"
[239.5200 - 241.3100],Ses05M_script02_2_F020,xxx,"[3.6667, 2.6667, 2.3333]","['[', 'LAUGHTER', ']', 'No', '.']"
[246.0500 - 247.2800],Ses05M_script02_2_F021,xxx,"[2.0000, 2.6667, 2.6667]","['No', '.']"
[247.8400 - 248.7400],Ses05M_script02_2_F022,sad,"[2.3333, 2.0000, 2.0000]","['No', '.']"
[253.0700 - 257.3700],Ses05M_script02_2_F023,sad,"[1.6667, 2.6667, 2.3333]","['I', 'just', 'want-', 'I', 'just', 'want', 'things', 'to', 'turn', 'out', 'the', 'way', 'they', 'are', 'supposed', 'to', '.']"
[302.3700 - 306.3200],Ses05M_script02_2_F024,xxx,"[2.0000, 3.0000, 2.6667]","['This', '?', 'What', 'is', 'this', '?', 'This', 'is', 'not', 'even', 'anything', '.']"
[306.9900 - 312.1983],Ses05M_script02_2_F025,xxx,"[2.0000, 3.0000, 3.3333]","['Sure', ',', 'this', 'is', 'standing', 'on', 'the', 'beach', '.', 'This', 'is', 'waiting', '.', 'This', 'is', 'fighting', '.']"
[313.8300 - 318.2969],Ses05M_script02_2_F026,sad,"[2.0000, 2.3333, 2.0000]","['But', 'this', 'is', 'not', 'at', 'all', 'what', 'I', 'wanted', 'it', 'to', 'be', '.']"
[322.1100 - 332.1900],Ses05M_script02_2_F027,sad,"[2.0000, 2.6667, 2.0000]","['This', 'is', 'just', 'this', '.', 'I', 'mean', ',', 'it', 'is', 'a', 'lot', 'and', 'everything', '.', 'But', 'it', 'is', 'not', ',', 'you', 'know', ',', 'something', 'else', '.', 'Am', 'I', 'making', 'any', 'sense', '?']"
[333.6500 - 345.9600],Ses05M_script02_2_F028,sad,"[2.3333, 2.3333, 2.0000]","['I', 'know', 'that', ',', 'Augie', '.', 'I', 'do', '.', 'I', 'know', 'that', '.', 'And', 'and', 'I', 'know', 'that', 'this', 'meant', 'a', 'lot', 'to', 'you', 'and', 'and', 'it', 'is', 'special', ',', 'you', 'know', ',', 'with', 'the', 'sand', 'and', 'the', 'moon', 'but', '.']"
[346.9300 - 351.6200],Ses05M_script02_2_F029,sad,"[2.3333, 1.6667, 2.0000]","['But', 'I', 'just', 'could', ""n't"", 'help', 'thinking', 'about', 'being', 'somewhere', 'else', '.']"
[356.8400 - 358.4200],Ses05M_script02_2_F030,sad,"[2.0000, 2.0000, 2.0000]","['I', 'did', 'not', 'say', 'that', '.']"
[362.3300 - 368.7200],Ses05M_script02_2_F031,sad,"[1.6667, 2.0000, 2.0000]","['For', 'heavens', 'sake', ',', 'Augie', ',', 'whatever', 'I', 'am', 'doing', ',', 'I', ""'d"", 'rather', 'it', 'be', 'with', 'you', '.']"
[370.2900 - 381.7500],Ses05M_script02_2_F032,sad,"[2.0000, 2.0000, 2.3333]","['Yes', '.', 'Do', 'not', 'you', 'know', 'that', '?', 'I', 'mean', ',', 'You', ""'re"", 'probably', 'the', 'one', 'you', 'wishes', 'you', 'were', 'with', 'somebody', 'else', ',', 'somebody', 'who', 'did', 'not', 'take', 'everything', 'so', 'hard', 'and', 'who', 'knew', 'how', 'to', 'enjoy', 'herself', '.']"
[390.5400 - 394.5900],Ses05M_script02_2_F033,xxx,"[3.3333, 2.0000, 2.3333]","['Okay', '.', 'Well', ',', 'we', ""'re"", 'in', 'the', 'wrong', 'spot', 'but', 'we', ""'re"", 'with', 'the', 'right', 'person', '.']"
[402.0482 - 411.2600],Ses05M_script02_2_F034,hap,"[4.0000, 2.3333, 2.0000]","['Yes', ',', 'I', 'did', 'notice', 'that', '.', 'It', 'does', 'look', 'really', 'beautiful', 'over', 'the', 'water', '.', 'Big', 'old', 'white', 'moon', '.']"
[416.1773 - 418.4300],Ses05M_script02_2_F035,xxx,"[4.3333, 3.0000, 2.6667]","['Augie', ',', 'you', 'brought', 'refreshments', '.']"
[419.2800 - 421.9500],Ses05M_script02_2_F036,xxx,"[4.0000, 3.0000, 2.3333]","['Well', ',', 'then', 'we', 'do', 'not', 'need', 'glasses', '.']"
[428.3000 - 441.7800],Ses05M_script02_2_F037,hap,"[3.6667, 2.6667, 2.3333]","['No', '.', 'I', ""'m"", 'beginning', 'to', 'think', 'you', 'might', 'be', 'right', '.', 'I', 'think', 'this', 'might', 'be', 'the', 'spot', 'after', 'all', '.', 'Augie', ',', 'I', ""'m"", 'sorry', '.']"
[448.6800 - 450.6900],Ses05M_script02_2_F038,hap,"[3.6667, 2.6667, 2.3333]","['Or', 'not', '.']"
[4.1500 - 8.3200],Ses05M_script02_2_M000,exc,"[4.0000, 3.0000, 2.6667]","['Well', ',', 'so', ',', 'what', 'do', 'you', 'think', '?']"
[9.2900 - 11.5200],Ses05M_script02_2_M001,exc,"[3.3333, 3.6667, 2.3333]","['What', 'I', 'was', 'just', 'saying', '.']"
[12.6300 - 17.9200],Ses05M_script02_2_M002,fru,"[2.6667, 3.6667, 3.0000]","['It', 'certainly', 'is', 'not', '.', 'It', 'is', 'slightly', 'exaggerated', 'scientific', 'fact', '.']"
[22.9600 - 25.4500],Ses05M_script02_2_M003,xxx,"[3.0000, 3.3333, 3.0000]","['I', ""'m"", 'not', 'the', 'only', 'one', ',', 'look', 'at', 'all', 'these', 'people', '.']"
[36.3400 - 38.5400],Ses05M_script02_2_M004,xxx,"[3.0000, 2.3333, 2.0000]","['Are', 'we', 'talking', 'about', 'the', 'same', 'thing', '?']"
[41.6000 - 50.7100],Ses05M_script02_2_M005,neu,"[3.0000, 3.0000, 2.0000]","['uh', ',', 'Carla', 'Can', 'I', 'ask', 'you', 'a', 'question', '?', 'no', ',', 'do', 'not', 'get', 'upset', ',', 'but', 'are', 'you', 'having', 'your', 'period', '?']"
[56.0900 - 58.1900],Ses05M_script02_2_M006,fru,"[2.3333, 3.3333, 2.6667]","['What', 'is', 'bugging', 'you', 'then', '?']"
[61.5600 - 71.6400],Ses05M_script02_2_M007,fru,"[2.6667, 4.0000, 3.3333]","['It', 'is', 'not', 'that', 'complicated', '.', 'We', 'come', 'down', 'here', ',', 'the', 'grunions', 'arrive', ',', 'they', 'do', 'their', 'little', 'fish', 'thing', '.', 'We', 'say', 'ooh', ',', 'awe', ',', 'look', 'at', 'the', 'little', 'fish', '.', 'And', 'then', 'they', 'go', 'home', 'and', 'we', 'go', 'home', '.']"
[75.7300 - 77.2100],Ses05M_script02_2_M008,xxx,"[2.0000, 3.3333, 2.3333]","['Why', 'not', '?']"
[79.7700 - 82.9200],Ses05M_script02_2_M009,fru,"[2.0000, 3.0000, 3.0000]","['We', 'have', 'missed', 'them', 'twice', '.', 'That', 'is', 'hardly', 'ever', '.']"
[84.1500 - 85.9900],Ses05M_script02_2_M010,xxx,"[3.0000, 3.0000, 3.0000]","['Well', ',', 'we', ""'ll"", 'see', 'them', 'this', 'year', '.']"
[101.7300 - 105.6300],Ses05M_script02_2_M011,fru,"[1.6667, 3.3333, 3.3333]","['Okey', ',', 'They', 'are', 'just', 'fish', '.', 'It', 'is', 'nothing', 'to', 'get', 'traumatized', 'over', '.']"
[106.5200 - 109.0000],Ses05M_script02_2_M012,fru,"[2.0000, 3.6667, 3.0000]","['No', ',', 'of', 'course', 'not', '.']"
[121.2400 - 130.2900],Ses05M_script02_2_M013,fru,"[2.6667, 3.0000, 2.3333]","['I', ""'m"", 'trying', 'to', 'work', 'this', 'backwards', '.', 'But', 'I', 'can', 'not', 'seem', 'to', 'pinpoint', 'the', 'time', 'where', 'everything', 'went', 'wrong', 'here', '.', 'Okay', ',', 'so', '--']"
[130.3158 - 152.0600],Ses05M_script02_2_M014,fru,"[3.0000, 3.3333, 2.3333]","['you', 'were', 'fine', 'on', 'the', 'phone', 'call', 'with', 'Marge', ',', 'eating', 'dinner', 'was', 'fine', ',', 'talking-', 'uh', 'washing', 'the', 'dishes', ',', 'no', 'problem', '.', 'All', 'right', '.', 'So', ',', 'I', ""'m"", 'taking', 'a', 'shower', ',', 'you', ""'re"", 'watching', 'TV', ',', 'the', 'news', 'and', 'you', 'say', 'the', 'grunions', 'are', 'running', 'tonight', 'and', 'I', 'say', ',', 'Great', ',', 'let', ""'s"", 'go', '.', 'I', ""'m"", 'feeling', 'lucky', '.', 'And', 'so', ',', 'all', 'right', ',', 'and', 'I', ""'m"", 'putting', 'on', 'my', 'coat', ',', 'I', ""'m"", 'putting', 'out', 'the', 'animals', ',', 'I', ""'m"", 'pulling', 'the', 'car', 'out', 'of', 'the', 'garage', '.']"
[194.6400 - 198.9500],Ses05M_script02_2_M015,xxx,"[4.0000, 3.0000, 2.3333]","['Wait', 'a', 'minute', '.', 'I', ""'ve"", 'got', 'it', '.']"
[206.4500 - 217.6200],Ses05M_script02_2_M016,neu,"[3.3333, 4.0000, 3.0000]","['It', 'was', 'in', 'the', 'car', ',', 'right', '?', 'When', 'we', 'were', 'passing', 'Knickerbocker', 'Liquor', 'Locker', ',', 'you', 'said', ',', 'Let', ""'s"", 'stop', 'and', 'get', 'champagne', '.', 'and', 'I', 'said', 'that', 'times', 'a', 'wasting', 'or', 'something', 'like', 'that', ',', 'right', '?', 'You', 'wanted', 'it', 'to', 'be', 'like', 'it', 'was', 'before', ',', 'right', '?']"
[222.5000 - 230.0600],Ses05M_script02_2_M017,xxx,"[3.3333, 3.6667, 2.6667]","['Okay', '.', 'All', 'right', 'No', 'problem', '.', 'I', 'totally', 'understand', '.', 'okey', 'um', ',', 'listen', '.', 'Do', 'you', 'want', 'to', 'dance', '?']"
[231.5100 - 233.8500],Ses05M_script02_2_M018,xxx,"[3.3333, 3.0000, 2.3333]","['Do', 'you', 'want', 'me', 'to', 'go', 'get', 'some', 'champagne', '?']"
[234.5700 - 236.1800],Ses05M_script02_2_M019,xxx,"[3.3333, 3.3333, 2.3333]","['Take', 'off', 'our', 'shoes', '?']"
[236.4400 - 239.7700],Ses05M_script02_2_M020,fru,"[3.3333, 3.3333, 2.3333]","['What', ',', 'you', 'want', 'me', 'to', 'blow', 'in', 'your', 'ear', '?']"
[240.7000 - 246.8100],Ses05M_script02_2_M021,fru,"[2.3333, 3.0000, 3.0000]","['Do', 'you', 'want', 'to', 'get', 'married', 'again', '?', '-', 'What', '?', 'What', ',', 'do', 'you', 'want', 'a', 'divorce', '?']"
[246.9500 - 248.1200],Ses05M_script02_2_M022,fru,"[2.6667, 3.3333, 3.0000]","['A', 'vacation', '?']"
[248.8600 - 254.5800],Ses05M_script02_2_M023,fru,"[1.6667, 4.0000, 3.6667]","['A', 'poodle', ',', 'a', 'backrub', ',', 'a', 'spa', ',', 'a', 'suicide', 'pack', '?', 'What', ',', 'Carla', ',', 'what', 'the', 'hell', 'do', 'you', 'want', '?']"
[256.4200 - 270.4100],Ses05M_script02_2_M024,ang,"[2.0000, 4.3333, 3.3333]","['Well', ',', 'welcome', 'to', 'the', 'human', 'race', '.', 'Do', 'you', 'think', 'this', 'is', 'what', 'I', 'had', 'planned', '?', 'Do', 'you', 'think', 'that', 'when', 'I', 'proposed', 'that', 'I', 'had', 'this', 'great', 'fantasy', 'going', 'that', 'four', 'years', 'down', 'the', 'road', 'we', 'would', 'end', 'up', 'arguing', 'on', 'the', 'beach', 'over', 'some', 'fish', '?']"
[270.4270 - 297.2000],Ses05M_script02_2_M025,ang,"[2.0000, 4.3333, 3.3333]","['Do', 'you', 'think', 'that', 'I', 'thought', 'there', 'would', 'be', 'times', 'when', 'you', 'would', 'look', 'at', 'me', 'like', 'I', 'was', 'used', 'Kleenex', 'or', 'I', 'would', 'look', 'at', 'you', 'and', 'think', ',', 'good', 'God', ',', 'when', ""'s"", 'the', 'next', 'flight', 'to', 'Alaska', '?', 'No', '.', 'No', ',', 'I', ""'m"", 'just', 'like', 'you', '.', 'I', 'thought', 'it', 'would', 'all', 'be', 'like', 'peaches', 'and', 'roses', ',', 'and', 'sand', 'in', 'our', 'toes', ',', 'and', 'wind', 'in', 'our', 'hair', ',', 'and', 'the', 'fish', 'would', 'always', 'come', '.', 'And', 'the', 'bills', 'would', 'magically', 'pay', 'themselves', '.', 'And', 'we', ""'d"", 'have', 'three', 'fat', 'rosy', 'kids', '.', 'But', ',', 'ha', 'ha', ',', 'baby', ',', 'the', 'jokes', 'on', 'us', '!']"
[297.2600 - 302.6900],Ses05M_script02_2_M026,ang,"[1.6667, 3.6667, 4.3333]","['Because', 'you', 'know', 'what', 'you', 'get', ',', 'Carla', '?', 'You', 'know', 'what', 'you', 'get', '?', 'This', '.']"
[305.9800 - 307.3100],Ses05M_script02_2_M027,xxx,"[2.6667, 3.3333, 3.0000]","['Yes', ',', 'it', 'is', '.']"
[312.0300 - 313.7020],Ses05M_script02_2_M028,fru,"[2.6667, 3.0000, 2.6667]","['Right', '.']"
[318.3400 - 321.9900],Ses05M_script02_2_M029,sad,"[2.6667, 2.0000, 2.0000]","['Now', ',', 'I', 'know', '.', 'Me', 'either']"
[331.7400 - 334.0400],Ses05M_script02_2_M030,sad,"[2.3333, 2.0000, 2.0000]","['I', ""'m"", 'trying', 'the', 'best', 'I', 'can', '.']"
[353.3600 - 356.9900],Ses05M_script02_2_M031,sad,"[2.3333, 2.0000, 2.0000]","['Maybe', 'if', 'you', ""'re"", 'with', 'somebody', 'else', ',', 'too', '?']"
[358.0900 - 362.3500],Ses05M_script02_2_M032,sad,"[2.0000, 2.6667, 2.0000]","['No', ',', 'I', 'know', '.', 'But', 'I', 'know', 'I', 'do', 'not', 'make', 'you', 'happy', '.']"
[368.5200 - 370.1900],Ses05M_script02_2_M033,sur,"[3.3333, 2.6667, 1.6667]","['Really', '?']"
[381.7787 - 389.3800],Ses05M_script02_2_M034,hap,"[3.3333, 2.6667, 2.3333]","['Actually', ',', 'now', 'that', 'you', 'mention', 'it', ',', 'no', '.', 'I', 'do', 'not', '.']"
[394.7600 - 400.7742],Ses05M_script02_2_M035,hap,"[4.0000, 3.0000, 2.3333]","['I', 'do', 'not', 'know', '.', 'I', 'think', 'this', 'is', 'a', 'pretty', 'good', 'spot', '.', 'I', 'mean', ',', 'look', 'at', 'the', 'view', 'of', 'the', 'moon', 'from', 'here', '.']"
[412.3500 - 416.0200],Ses05M_script02_2_M036,hap,"[4.3333, 3.0000, 2.6667]","['Oh', ',', 'well', 'look', 'what', 'we', 'have', 'got', 'here', '.']"
[417.8700 - 420.0800],Ses05M_script02_2_M037,hap,"[4.0000, 3.3333, 2.3333]","['Well', ',', 'it', 'is', 'not', 'champagne', '.']"
[423.1700 - 427.8400],Ses05M_script02_2_M038,xxx,"[3.3333, 2.6667, 2.3333]","['Are', 'you', 'still', 'cold', '?', 'Still', 'want', 'to', 'go', 'home', '?']"
[440.8400 - 447.4700],Ses05M_script02_2_M039,xxx,"[4.0000, 3.0000, 2.6667]","['Shh', '.', 'If', 'we', ""'re"", 'really', 'quiet', ',', 'the', 'fish', 'might', 'come', '.']"
[450.9519 - 453.2597],Ses05M_script02_2_M040,hap,"[4.0000, 2.3333, 2.0000]","['Or', 'not', '.']"
